l,Dl_obs,Dl_LCDM,Dl_RDM_DES,Dl_RDM_Planck
694.0,1900.33218,487.2761532485574,494.76127553100565,494.76127553100565
695.0,1780.44303,482.3933774585194,489.8024827274643,489.8024827274643
696.0,2010.32021,477.52693941648465,484.860301920393,484.860301920393
697.0,1978.6511,472.67731701556846,479.9352181386499,479.9352181386499
698.0,1884.55715,467.84498099831353,475.027709147917,475.027709147917
699.0,1730.00993,463.0303948581286,470.1382453507206,470.1382453507206
700.0,1835.87426,458.2340147455438,465.26728969134115,465.26728969134115
701.0,1867.00295,453.45628937923345,460.4152975655663,460.4152975655663
702.0,1984.70412,448.6976599617623,455.5827167352382,455.5827167352382
703.0,1976.50572,443.9585601000018,450.7699872475439,450.7699872475439
704.0,1976.81227,439.2394157301704,445.9775413590005,445.9775413590005
705.0,1801.55002,434.5406450474437,441.20580346408053,441.20580346408053
706.0,1810.2166,429.86265844008597,436.45519002842747,436.45519002842747
707.0,1813.6806,425.20585842804746,431.7261095266063,431.7261095266063
708.0,1942.8154,420.5706396059764,427.0189623843364,427.0189623843364
709.0,1869.14561,415.95738859058986,422.33414092514914,422.33414092514914
710.0,1870.06777,411.36648397234944,417.67202932141726,417.67202932141726
711.0,1980.36307,406.7982962713853,413.0330035496964,413.0330035496964
712.0,1901.29306,402.2531878976128,408.4174313503243,408.4174313503243
713.0,1920.5018,397.7315131149835,403.8256721912166,403.8256721912166
714.0,1876.40958,393.2336180098134,399.2580772358023,399.2580772358023
715.0,1681.52156,388.7598404631297,394.71498931503896,394.71498931503896
716.0,2001.09452,384.31051012697645,390.1967429034467,390.1967429034467
717.0,2001.71579,379.88594840462025,385.7036640991021,385.7036640991021
718.0,1806.58227,375.48646843459414,381.23607060752784,381.23607060752784
719.0,2035.80067,371.11237507852087,376.7942717294192,376.7942717294192
720.0,1958.32914,366.7639649126519,372.3785683521432,372.3785683521432
721.0,1810.33962,362.44152622306194,367.9892529449474,367.9892529449474
722.0,1941.97584,358.145339004436,363.62660955781683,363.62660955781683
723.0,2205.26033,353.8756749623863,359.29091382391323,359.29091382391323
724.0,2072.59272,349.63279751923574,354.98243296553306,354.98243296553306
725.0,2066.58343,345.41696182320436,350.7014258035207,350.7014258035207
726.0,1975.08134,341.22841476093566,346.4481427700707,346.4481427700707
727.0,1977.91685,337.0673949732975,342.2228259248546,342.2228259248546
728.0,1992.07342,332.9341328743934,338.0257089744059,338.0257089744059
729.0,1928.71313,328.8288506737207,333.8570172946997,333.8570172946997
730.0,1735.32064,324.75176240140826,329.7169679568571,329.7169679568571
731.0,2038.45105,320.703073936471,325.6057697559128,325.6057697559128
732.0,2112.84182,316.6829830380145,321.5236232425757,321.5236232425757
733.0,2035.27829,312.6916793793242,317.4707207579182,317.4707207579182
734.0,2220.85712,308.72934458477414,313.44724647092625,313.44724647092625
735.0,1946.14531,304.79615226948937,309.4533764188448,309.4533764188448
736.0,2179.63967,300.8922680816961,305.48927855025056,305.48927855025056
737.0,2157.57531,297.0178497476936,301.55511277078523,301.55511277078523
738.0,2045.01123,293.17304711938266,297.6510309914843,297.6510309914843
739.0,1983.19589,289.3580022242844,293.77717717963185,293.77717717963185
740.0,1967.35965,285.5728493179828,289.9336874120756,289.9336874120756
741.0,2242.43535,281.81771493892796,286.12068993093754,286.12068993093754
742.0,2360.2319,278.0927179655306,282.3383052016496,282.3383052016496
743.0,2130.30703,274.3979696754857,278.5866459732509,278.5866459732509
744.0,2164.02228,270.73357380725804,274.8658173408796,274.8658173408796
745.0,2249.89676,267.0996266236654,271.17591681039187,271.17591681039187
746.0,2223.76666,263.49621697749353,267.517034365044,267.517034365044
747.0,2360.53936,259.92342637907905,263.8892525341699,263.8892525341699
748.0,2410.19547,256.38132906579517,260.2926464637895,260.2926464637895
749.0,2395.82539,252.8699920733763,256.7272839890838,256.7272839890838
750.0,2223.7478,249.389475309017,253.1932257086687,253.1932257086687
751.0,2309.99437,245.93983162618278,249.69052506060623,249.69052506060623
752.0,2029.03146,242.52110690106812,246.21922840008696,246.21922840008696
753.0,2267.48892,239.13334011063947,242.77937507871977,242.77937507871977
754.0,2256.32752,235.7765634122004,239.37099752536608,239.37099752536608
755.0,2177.40383,232.4508022244174,235.99412132845572,235.99412132845572
756.0,2304.69601,229.156075309743,232.64876531971973,232.64876531971973
757.0,2517.91808,225.892394858177,229.33494165928084,229.33494165928084
758.0,2265.37361,222.65976657230303,226.0526559220371,226.0526559220371
759.0,2275.05951,219.45818975354135,222.80190718527913,222.80190718527913
760.0,2277.02097,216.28765738955764,219.58268811747956,219.58268811747956
761.0,2478.61467,213.14815624276793,216.39498506819405,216.39498506819405
762.0,2289.14207,210.0396669398822,213.2387781590156,213.2387781590156
763.0,2296.64563,206.96216406242675,210.11404137552105,210.11404137552105
764.0,2419.03176,203.91561623818902,207.02074266015276,207.02074266015276
765.0,2279.49845,200.89998623352736,203.9588440059776,203.9588440059776
766.0,2283.95078,197.9152310464889,200.92830155126416,200.92830155126416
767.0,2309.93535,194.9613020006805,197.9290656748242,197.9290656748242
768.0,2258.76301,192.03814483983666,194.96108109205943,194.96108109205943
769.0,2528.92546,189.14569982303112,192.02428695166134,192.02428695166134
770.0,2272.15973,186.2839018204772,189.11861693290692,189.11861693290692
771.0,2505.39638,183.45268040986406,186.24399934349725,186.24399934349725
772.0,2299.77431,180.6519599731768,183.4003572178863,183.4003572178863
773.0,2326.02526,177.8816597939482,180.58760841604624,180.58760841604624
774.0,2358.15354,175.1416941548915,177.80566572261887,177.80566572261887
775.0,2351.96953,172.4319724358639,175.05443694640093,175.05443694640093
776.0,2324.80814,169.7523992121108,172.33382502011375,172.33382502011375
777.0,2475.56801,167.10287435274256,169.64372810040743,169.64372810040743
778.0,2262.73496,164.48329311939622,166.9840396680516,166.9840396680516
779.0,2310.2152,161.8935462650335,164.3546486282633,164.3546486282633
780.0,2414.32605,159.33352013283067,161.75543941112707,161.75543941112707
781.0,2276.36741,156.80309675511302,159.18629207205896,159.18629207205896
782.0,2506.82979,154.30215395229013,156.64708239227025,156.64708239227025
783.0,2266.34791,151.83056543174794,154.13768197918617,154.13768197918617
784.0,2306.9583,149.38820088665415,151.65795836677523,151.65795836677523
785.0,2750.03218,146.9749260946348,149.20777511574724,149.20777511574724
786.0,2586.41603,144.5906030162806,146.78699191357637,146.78699191357637
787.0,2489.16278,142.23508989344273,144.39546467431052,144.39546467431052
788.0,2506.98103,139.90824134727782,142.0330456381238,142.0330456381238
789.0,2416.48582,137.6099084760039,139.69958347057542,139.69958347057542
790.0,2357.90901,135.33993895232848,137.3949233615341,137.3949233615341
791.0,2611.53407,133.0981771205123,135.11890712373176,135.11890712373176
792.0,2322.28555,130.8844640930325,132.87137329090933,132.87137329090933
793.0,2445.8747,128.6986378468088,130.65215721551803,130.65215721551803
794.0,2430.61442,126.54053331895997,128.46109116594278,128.46109116594278
795.0,2453.84382,124.40998250205479,126.29800442321131,126.29800442321131
796.0,2483.65155,122.30681453882664,124.16272337715776,124.16272337715776
797.0,2510.91372,120.23085581631835,122.0550716220069,122.0550716220069
798.0,2538.53177,118.18193005942756,119.97487005134893,119.97487005134893
799.0,2566.30495,116.15985842382105,117.92193695247254,117.92193695247254
800.0,2529.00418,114.16445958819031,115.89608810002818,115.89608810002818
801.0,2266.28011,112.19554984581859,113.89713684899179,113.89713684899179
802.0,2485.5942,110.25294319543289,111.92489422690139,111.92489422690139
803.0,2583.05344,108.33645143131369,109.97916902533923,109.97916902533923
804.0,2388.08246,106.44588423263676,108.05976789063372,108.05976789063372
805.0,2440.10757,104.58104925202265,106.16649541375601,106.16649541375601
806.0,2433.77534,102.74175220326897,104.29915421938603,104.29915421938603
807.0,2576.9292,100.9277969482429,102.45754505412526,102.45754505412526
808.0,2520.27833,99.1389855829114,100.64146687383347,100.64146687383347
809.0,2446.6831,97.37511852248787,98.8507169300673,98.8507169300673
810.0,2599.15433,95.63599458567431,97.08509085560033,97.08509085560033
811.0,2471.72452,93.92141107797941,95.34438274900373,95.34438274900373
812.0,2727.51336,92.23116387409364,93.62838525826942,93.62838525826942
813.0,2603.96533,90.5650474993032,91.9368896634563,91.9368896634563
814.0,2508.8269,88.92285520992563,90.26968595834293,90.26968595834293
815.0,2498.2177,87.30437907275035,88.62656293106913,88.62656293106913
816.0,2576.29357,85.70941004346895,87.00730824375135,87.00730824375135
817.0,2507.61524,84.13773804407994,85.41170851105642,85.41170851105642
818.0,2345.9759,82.58915203925403,83.83954937771914,83.83954937771914
819.0,2742.24524,81.06344011164705,82.29061559499124,82.29061559499124
820.0,2477.61237,79.56038953614734,80.76469109600774,80.76469109600774
821.0,2483.08733,78.0797868530465,79.26155907005995,79.26155907005995
822.0,2494.11957,76.62141794012233,77.78100203576344,77.78100203576344
823.0,2599.36245,75.1850680836237,76.32280191311078,76.32280191311078
824.0,2539.82056,73.77052204814798,74.88674009439947,74.88674009439947
825.0,2473.81338,72.37756414540223,73.47259751402622,73.47259751402622
826.0,2355.44442,71.00597830184051,72.08015471713969,72.08015471713969
827.0,2677.68077,69.65554812516939,70.70919192714382,70.70919192714382
828.0,2620.50146,68.32605696971571,69.35948911204574,69.35948911204574
829.0,2624.1584,67.01728800065021,68.03082604964156,68.03082604964156
830.0,2415.96753,65.72902425706239,66.72298239153565,66.72298239153565
831.0,2601.43037,64.46104871388145,65.43573772598808,65.43573772598808
832.0,2312.0784,63.213144342639886,64.16887163958658,64.16887163958658
833.0,2456.13809,61.98509417107634,62.922163777739996,62.922163777739996
834.0,2592.66584,60.77668134157526,61.69539390399026,61.69539390399026
835.0,2550.88864,59.58768916844116,60.488341958141085,60.488341958141085
836.0,2382.24815,58.4179011940065,59.30078811320224,59.30078811320224
837.0,2548.34298,57.26710124357203,58.13251283114811,58.13251283114811
838.0,2384.90035,56.135073479179965,56.983296917491224,56.983296917491224
839.0,2460.61279,55.021602452219824,55.85292157467025,55.85292157467025
840.0,2413.53254,53.92647315486853,54.74116845425447,54.74116845425447
841.0,2568.20533,52.84947107036582,53.64781970796548,53.64781970796548
842.0,2547.54461,51.79038222212742,52.57265803751877,52.57265803751877
843.0,2572.5185,50.74899322169847,51.51546674328784,51.51546674328784
844.0,2711.79696,49.72509131555014,50.47602977179351,50.47602977179351
845.0,2391.93233,48.71846443072373,49.45413176202325,49.45413176202325
846.0,2509.71594,47.7289012193254,48.449558090583274,48.449558090583274
847.0,2247.64777,46.7561911018771,47.46209491568947,47.46209491568947
848.0,2434.32156,45.80012430952825,46.49152922000148,46.49152922000148
849.0,2369.0749,44.86049192513385,45.537648852305956,45.537648852305956
850.0,2311.71114,43.93708592320487,44.600242568054774,44.600242568054774
851.0,2503.64233,43.0296992087377,43.67910006876513,43.67910006876513
852.0,2236.87491,42.138125654929055,42.77401204028814,42.77401204028814
853.0,2489.11257,41.262160139783695,41.88477018995329,41.88477018995329
854.0,2453.92848,40.40159858162286,41.0111672825968,41.0111672825968
855.0,2437.44313,39.55623797350085,40.15299717548154,40.15299717548154
856.0,2473.72026,38.725876416538796,39.31005485211754,39.31005485211754
857.0,2294.9025,37.910313152183704,38.482136454991505,38.482136454991505
858.0,2387.66793,37.109348593402245,37.66903931721475,37.66903931721475
859.0,2191.55825,36.32278435481856,36.870561993099145,36.870561993099145
860.0,2478.08398,35.550423281805685,36.08650428767075,36.08650428767075
861.0,2401.41803,34.79206947854066,35.31666728513138,35.31666728513138
862.0,2186.84444,34.047528335033896,34.560853376278864,34.560853376278864
863.0,2316.64539,33.31660655314264,33.818866284895954,33.818866284895954
864.0,2477.93573,32.59911217158035,33.09051109311993,33.09051109311993
865.0,2224.91878,31.894854589932315,32.375594265803365,32.375594265803365
866.0,2407.83481,31.203644591689166,31.673923673877955,31.673923673877955
867.0,2369.14796,30.525294366309925,30.98530861673313,30.98530861673313
868.0,2304.88236,29.8596175303262,30.309559843621283,30.309559843621283
869.0,2086.98702,29.206429147499666,29.646489574102088,29.646489574102088
870.0,2134.60942,28.565545748045,28.995911517537984,28.995911517537984
871.0,2241.75521,27.93678534693062,28.35764089165368,28.35764089165368
872.0,2214.43193,27.319967461269886,27.731494440172277,27.731494440172277
873.0,2182.46751,26.714913126815414,27.117290449541038,27.117290449541038
874.0,2450.43087,26.121444913569405,26.51484876475983,26.51484876475983
875.0,2166.18972,25.539386940523027,25.92399080432549,25.92399080432549
876.0,2205.90745,24.968564889538087,25.34453957430555,25.34453957430555
877.0,2318.629,24.408806018384112,24.7763196815547,24.7763196815547
878.0,2061.01844,23.859939172944422,24.219157346087687,24.219157346087687
879.0,2094.53415,23.32179479860455,23.672880412622344,23.672880412622344
880.0,2146.06686,22.794204950836708,23.137318361306516,23.137318361306516
881.0,1985.36148,22.277003304993897,22.6123023176428,22.6123023176428
882.0,2112.97768,21.770025165327493,22.097665061625133,22.097665061625133
883.0,1941.02034,21.273107473242046,21.593241036101098,21.593241036101098
884.0,1995.63105,20.786088814801197,21.09886635437418,21.09886635437418
885.0,2222.51462,20.308809427498698,20.614378807060113,20.614378807060113
886.0,2132.68665,19.841111206308316,20.13961786821129,20.13961786821129
887.0,2148.63525,19.38283770902681,19.674424700723705,19.674424700723705
888.0,2083.8963,18.933834160923873,19.218642161040503,19.218642161040503
889.0,1981.18848,18.493947458713027,18.772114803166325,18.772114803166325
890.0,2098.47016,18.06302617385757,18.334688882006805,18.334688882006805
891.0,2080.48876,17.640920555225627,17.90621235604746,17.90621235604746
892.0,1980.67137,17.227482531108112,17.48653488938597,17.48653488938597
893.0,2093.99257,16.822565710613873,17.075507853132407,17.075507853132407
894.0,1998.54918,16.426025384455667,16.672984326191237,16.672984326191237
895.0,2099.63974,16.0377185251413,16.278819095439584,16.278819095439584
896.0,1836.16815,15.657503786583328,15.892868655315478,15.892868655315478
897.0,1899.34894,15.285241503141568,15.514991206830482,15.514991206830482
898.0,1825.42983,14.920793688112052,15.145046656020524,15.145046656020524
899.0,1749.52116,14.56402403167605,14.782896611848837,14.782896611848837
900.0,2060.6279,14.214797898323075,14.428404383575065,14.428404383575065
901.0,1833.54412,13.87298232376123,14.081434977604136,14.081434977604136
902.0,1861.54606,13.538446011328476,13.741855093828685,13.741855093828685
903.0,2149.776,13.211059327918402,13.409533121478807,13.409533121478807
904.0,1727.42078,12.890694299433541,13.08433913449239,13.08433913449239
905.0,1749.00096,12.577224605779804,12.766144886419802,12.766144886419802
906.0,1897.92394,12.270525575414897,12.454823804875982,12.454823804875982
907.0,1845.9423,11.970474179464045,12.150250985553503,12.150250985553503
908.0,1833.1413,11.676949025415663,11.852303185809399,11.852303185809399
909.0,1719.38548,11.389830350410021,11.56085881783899,11.56085881783899
910.0,1604.39353,11.109000014133587,11.275797941449655,11.275797941449655
911.0,1911.90601,10.834341491331466,10.99700225644706,10.99700225644706
912.0,1695.98135,10.565739863950608,10.724355094646794,10.724355094646794
913.0,1854.09135,10.303081812925992,10.45774141152375,10.45774141152375
914.0,1659.21107,10.04625560962199,10.19704777751167,10.19704777751167
915.0,1655.78762,9.795151106941036,9.94216236896513,9.94216236896513
916.0,1835.71003,9.549659730111465,9.692974958796064,9.692974958796064
917.0,1774.46439,9.309674467166332,9.44937690679675,9.44937690679675
918.0,1744.74539,9.075089859124802,9.211261149661075,9.211261149661075
919.0,1669.12796,8.845801989887692,8.978522190715823,8.978522190715823
920.0,1807.99084,8.621708475858394,8.751056089373359,8.751056089373359
921.0,1799.53527,8.402708455300441,8.52876045031717,8.52876045031717
922.0,1599.60515,8.188702577442665,8.311534412431385,8.311534412431385
923.0,1603.65967,7.979592991342937,8.099278637485382,8.099278637485382
924.0,1451.6385,7.7752833345210615,7.891895298584277,7.891895298584277
925.0,1397.53617,7.57567872137149,7.6892880683960545,7.6892880683960545
926.0,1712.92162,7.380685731366136,7.4913621071658465,7.4913621071658465
927.0,1536.38915,7.1902123970576195,7.298024050527772,7.298024050527772
928.0,1525.77882,7.004168191892921,7.109181997124535,7.109181997124535
929.0,1689.05573,6.8224640178473255,6.924745496044753,6.924745496044753
930.0,1652.54111,6.645012192888475,6.744625534088019,6.744625534088019
931.0,1642.93292,6.471726438279933,6.5687345228672225,6.5687345228672225
932.0,1642.59316,6.302521865733748,6.396986285757772,6.396986285757772
933.0,1480.81904,6.137314964421232,6.229296044703061,6.229296044703061
934.0,1557.55813,5.976023587850873,6.065580406885239,6.065580406885239
935.0,1375.79766,5.818566940622396,5.90575735127043,5.90575735127043
936.0,1508.14661,5.664865565065559,5.749746215037122,5.749746215037122
937.0,1447.5514,5.514841327772232,5.597467679896397,5.597467679896397
938.0,1434.71767,5.36841740603015,5.4488437583125116,5.4488437583125116
939.0,1658.28066,5.225518274166431,5.303797779632061,5.303797779632061
940.0,1337.15787,5.08606968980895,5.162254376129919,5.162254376129919
941.0,1437.74295,4.949998680073293,5.024139468979793,5.024139468979793
942.0,1461.38956,4.817233527683075,4.8893802541573095,4.8893802541573095
943.0,1391.49007,4.687703757030986,4.7579051882830905,4.7579051882830905
944.0,1342.49493,4.561340120187955,4.629643974413322,4.629643974413322
945.0,1434.62577,4.438074582867523,4.504527547785023,4.504527547785023
946.0,1375.43805,4.31784031035245,4.382488061523119,4.382488061523119
947.0,1299.72976,4.2005716533903055,4.263458872316207,4.263458872316207
948.0,1316.9605,4.086204134064705,4.147374526067729,4.147374526067729
949.0,1312.07274,3.9746744316486526,4.034170743529159,4.034170743529159
950.0,1405.41617,3.865920368446292,3.9237844059215434,3.9237844059215434
951.0,1445.58529,3.759880895629178,3.816153540551658,3.816153540551658
952.0,1257.76536,3.6564960790730723,3.7112173064288205,3.7112173064288205
953.0,1344.3974,3.555707085201029,3.6089159798882418,3.6089159798882418
954.0,1338.84836,3.45745616683845,3.5091909402266723,3.5091909402266723
955.0,1294.59586,3.361686649085576,3.411984655355881,3.411984655355881
956.0,1298.77904,3.268342915212718,3.317240667479363,3.317240667479363
957.0,1459.95945,3.177370392583434,3.2249035787975484,3.2249035787975484
958.0,1352.58994,3.088715538610634,3.134919037246574,3.134919037246574
959.0,1241.51764,3.0023258267504684,3.047233722275536,3.047233722275536
960.0,1301.98494,2.9181497325387036,2.9617953306670084,2.9617953306670084
961.0,1274.38303,2.8361367196741534,2.878552562405457,2.878552562405457
962.0,1229.0883,2.7562372261535346,2.7974551065979747,2.7974551065979747
963.0,1138.60832,2.6784026504620293,2.718453627451697,2.718453627451697
964.0,1268.30657,2.6025853378236303,2.64149975031202,2.64149975031202
965.0,1118.65392,2.5287385665152713,2.566546047765693,2.566546047765693
966.0,1248.21985,2.4568165342485226,2.4935460258126123,2.4935460258126123
967.0,1254.84364,2.3867743446225536,2.4224541101100745,2.4224541101100745
968.0,1293.57405,2.318567993651912,2.3532256322930944,2.3532256322930944
969.0,1272.57419,2.2521543563724884,2.2858168163741976,2.2858168163741976
970.0,1190.26002,2.1874911735289855,2.2201847652260662,2.2201847652260662
971.0,1227.86589,2.1245370383469857,2.15628744715016,2.15628744715016
972.0,1226.91501,2.0632513833926565,2.094083682534413,2.094083682534413
973.0,1115.61973,2.0035944675229618,2.033533130602905,2.033533130602905
974.0,1116.88249,1.9455273629291256,1.9745962762602982,1.9745962762602982
975.0,1192.3919,1.8890119422759837,1.9172344170337074,1.9172344170337074
976.0,1082.91674,1.8340108659397494,1.861409650114574,1.861409650114574
977.0,1121.09888,1.780487569346532,1.8070848595029065,1.8070848595029065
978.0,1198.78897,1.7284062504139464,1.7542237032562698,1.7542237032562698
979.0,1066.16389,1.6777318570979087,1.7027906008456366,1.7027906008456366
980.0,1128.53157,1.6284300750466871,1.6527507206202077,1.6527507206202077
981.0,1146.35555,1.5804673153641484,1.6040699673831675,1.6040699673831675
982.0,1128.8065,1.5338107024839895,1.5567149700801863,1.5567149700801863
983.0,1128.77109,1.488428062156714,1.5106530696024558,1.5106530696024558
984.0,1153.03309,1.4442879095509165,1.4658523067058433,1.4658523067058433
985.0,1098.1921,1.4013594374704184,1.4222814100477297,1.4222814100477297
986.0,1148.5355,1.359612504688658,1.37990978434295,1.37990978434295
987.0,1112.92892,1.3190176244016276,1.3387074986401521,1.3387074986401521
988.0,1069.3314,1.2795459528005941,1.2986452747198243,1.2986452747198243
989.0,1126.68422,1.2411692777657142,1.2596944756151154,1.2596944756151154
990.0,975.289905,1.203860007681575,1.221827094256499,1.221827094256499
991.0,1088.73935,1.1675911603756035,1.1850157422412286,1.1850157422412286
992.0,1213.14443,1.1323363521801977,1.149233638728457,1.149233638728457
993.0,1155.01816,1.0980697871193512,1.1144545994607942,1.1144545994607942
994.0,1121.55701,1.0647662462204521,1.0806530259129972,1.0806530259129972
995.0,1035.66471,1.032401076951869,1.047803894568412,1.047803894568412
996.0,1012.29964,1.0009501827868459,1.015882746323694,1.015882746323694
997.0,1092.78189,0.9703900128941622,0.9848656760222697,0.9848656760222697
998.0,1030.02373,0.9406975519559244,0.9547293221169115,0.9547293221169115
999.0,1049.73285,0.911850310112811,0.9254508564617454,0.9254508564617454
1000.0,971.174525,0.8838263130369866,0.897007974233916,0.897007974233916
1001.0,1052.10965,0.8566040921328618,0.8693788839850827,0.8693788839850827
1002.0,1014.32757,0.8301626748657932,0.8425422978228405,0.8425422978228405
1003.0,1112.06048,0.8044815752187642,0.8164774217221094,0.8164774217221094
1004.0,1019.71006,0.7795407842770127,0.7911639459664505,0.7911639459664505
1005.0,1035.04841,0.7553207609405251,0.766582035719233,0.766582035719233
1006.0,1002.22509,0.7318024227642423,0.7427123217244866,0.7427123217244866
1007.0,1053.8307,0.7089671369257838,0.7195358911372464,0.7195358911372464
1008.0,972.790061,0.6867967113204291,0.6970342784831223,0.6970342784831223
1009.0,1100.09203,0.665273385783042,0.6751894567467729,0.6751894567467729
1010.0,1123.80778,0.6443798234365831,0.6539838285889206,0.6539838285889206
1011.0,1076.14124,0.6240991021667979,0.633400217691491,0.633400217691491
1012.0,952.168563,0.6044147062226197,0.6134218602304058,0.6134218602304058
1013.0,1083.62226,0.5853105179417862,0.5940323964755193,0.5940323964755193
1014.0,1135.40978,0.5667708096011221,0.5752158625171406,0.5752158625171406
1015.0,1116.01655,0.548780235390896,0.5569566821185434,0.5569566821185434
1016.0,1059.78433,0.5313238235126222,0.5392396586938166,0.5392396586938166
1017.0,1090.40197,0.5143869683996324,0.5220499674103776,0.5220499674103776
1018.0,953.874082,0.49795542305972135,0.5053731474154329,0.5053731474154329
1019.0,1166.2017,0.48201529153910777,0.4891950941856211,0.4891950941856211
1020.0,981.332065,0.4665530215069438,0.47350205199905443,0.47350205199905443
1021.0,1022.02665,0.4515553969595611,0.4582806065289362,0.4582806065289362
1022.0,1044.34978,0.43700953104360474,0.4435176775578904,0.4435176775578904
1023.0,1010.74681,0.42290285899719166,0.42920051181212704,0.42920051181212704
1024.0,1077.99882,0.40922313120818765,0.415316675914521,0.415316675914521
1025.0,984.484539,0.3959584063886777,0.40185404945566644,0.40185404945566644
1026.0,1058.52804,0.38309704486467894,0.38880081818193835,0.38880081818193835
1027.0,963.715082,0.3706277019801104,0.37614546729956183,0.37614546729956183
1028.0,1059.96039,0.3585393216140331,0.36387677489368536,0.36387677489368536
1029.0,1024.37,0.3468211298101238,0.35198380546140556,0.35198380546140556
1030.0,1005.07403,0.3354626285173515,0.340455903557696,0.340455903557696
1031.0,1007.92737,0.3244535894407881,0.3292826875531543,0.3292826875531543
1032.0,1057.28303,0.3137840480014772,0.3184540435024747,0.3184540435024747
1033.0,1071.36592,0.3034442974042621,0.3079601191225294,0.3079601191225294
1034.0,1104.73248,0.2934248828124629,0.2977913178789319,0.2977913178789319
1035.0,1084.77202,0.2837165956282762,0.2879382931799369,0.2879382931799369
1036.0,1011.39937,0.27431046787775426,0.27839194267651646,0.27839194267651646
1037.0,994.481007,0.26519776669921574,0.26914340266744646,0.26914340266744646
1038.0,1103.58652,0.25636998893391993,0.2601840426082164,0.2601840426082164
1039.0,1102.10034,0.24781885581783178,0.25150545972257204,0.25150545972257204
1040.0,1085.02281,0.23953630777329757,0.243099473715492,0.243099473715492
1041.0,1084.76609,0.23151449929943219,0.23495812158638038,0.23495812158638038
1042.0,991.236613,0.22374579396002672,0.22707365254126624,0.22707365254126624
1043.0,1001.2733,0.21622275946776148,0.21943852300277464,0.21943852300277464
1044.0,1134.76802,0.20893816286352504,0.21204539171665313,0.21204539171665313
1045.0,1017.10661,0.20188496578960693,0.20488711495360007,0.20488711495360007
1046.0,1078.14251,0.1950563198555598,0.1979567418051737,0.1979567418051737
1047.0,1068.13914,0.18844556209549476,0.1912475095725251,0.1912475095725251
1048.0,1025.22663,0.182046210515592,0.18475283924671884,0.18475283924671884
1049.0,1173.36282,0.1758519597305935,0.17846633107938928,0.17846633107938928
1050.0,1072.26636,0.16985667668805232,0.17238176024248703,0.17238176024248703
1051.0,1074.93779,0.1640543964791097,0.16649307257586918,0.16649307257586918
1052.0,1123.81429,0.1584393182345678,0.1607943804214807,0.1607943804214807
1053.0,1110.39398,0.15300580110503623,0.155279958542887,0.155279958542887
1054.0,1170.49933,0.1477483603239208,0.14994424012890717,0.14994424012890717
1055.0,1049.02911,0.14266166335203595,0.1447818128801098,0.1447818128801098
1056.0,1110.93708,0.13774052610261703,0.13978741517692986,0.13978741517692986
1057.0,1064.8098,0.1329799092455184,0.13495593232817235,0.13495593232817235
1058.0,1185.48629,0.1283749145893819,0.1302823928986702,0.1302823928986702
1059.0,1255.89043,0.12392078154056704,0.12576196511486748,0.12576196511486748
1060.0,1177.58282,0.11961288363764433,0.12138995334711265,0.12138995334711265
1061.0,1087.42018,0.11544672516024611,0.11716179466743604,0.11716179466743604
1062.0,1082.22795,0.11141793781109138,0.1130730554816109,0.1130730554816109
1063.0,1070.4242,0.10752227746999257,0.10911942823428727,0.10911942823428727
1064.0,1002.62939,0.10375562101867077,0.10529672818600717,0.10529672818600717
1065.0,1154.46862,0.10011396323520341,0.10160089026090735,0.10160089026090735
1066.0,1157.05873,0.09659341375694729,0.09802796596393397,0.09802796596393397
1067.0,1160.27372,0.0931901941107733,0.09457412036638885,0.09457412036638885
1068.0,1141.99638,0.08990063480947365,0.09123562915864962,0.09123562915864962
1069.0,1184.07686,0.08672117251319786,0.08800887576890304,0.08800887576890304
1070.0,1129.30909,0.08364834725478974,0.0848903485467463,0.0848903485467463
1071.0,1120.77403,0.08067879972790601,0.08187663801051986,0.08187663801051986
1072.0,1060.59009,0.07780926863680473,0.078964434157243,0.078964434157243
1073.0,1152.06721,0.07503658810670455,0.07615052383403606,0.07615052383403606
1074.0,1205.92908,0.07235768515362193,0.07343178816992035,0.07343178816992035
1075.0,1164.70655,0.06976957721260886,0.07080520006690098,0.07080520006690098
1076.0,1228.73269,0.06726936972331929,0.0682678217492454,0.0682678217492454
1077.0,1143.11913,0.06485425377184649,0.06581680236988277,0.06581680236988277
1078.0,1091.31094,0.06252150378778407,0.06344937567286181,0.06344937567286181
1079.0,1231.06567,0.060268475295472204,0.061162857710811994,0.061162857710811994
1080.0,1114.58553,0.058092602718406064,0.05895464461637015,0.05895464461637015
1081.0,1127.1412,0.05599139723578975,0.056822210426539815,0.056822210426539815
1082.0,1229.46054,0.053962444690237095,0.05476310495896983,0.05476310495896983
1083.0,1249.80673,0.052003403545624584,0.0527749517391419,0.0527749517391419
1084.0,1280.367,0.05011200289412164,0.05085544597747794,0.05085544597747794
1085.0,1205.75815,0.04828604051142873,0.049002352595382485,0.049002352595382485
1086.0,1250.65647,0.046523380959270444,0.04721350429925315,0.04721350429925315
1087.0,1311.8606,0.04482195373419975,0.045486799701500776,0.045486799701500776
1088.0,1049.68835,0.04317975146178436,0.04382020148763615,0.04382020148763615
1089.0,1248.90202,0.04159482813525567,0.04221173462848972,0.04221173462848972
1090.0,1273.06273,0.04006529739771637,0.04065948463664676,0.04065948463664676
