l,Dl_obs,Dl_LCDM,Dl_RDM_DES,Dl_RDM_Planck
222.0,5767.12669,9639.443694262074,9817.156599684296,9817.156599684296
223.0,5559.31808,9666.471807019638,9844.488163104745,9844.488163104745
224.0,6111.00352,9692.616916661036,9870.921124978564,9870.921124978564
225.0,5114.46349,9717.871698766823,9896.448070098353,9896.448070098353
226.0,5939.99591,9742.229081745147,9921.061840531405,9921.061840531405
227.0,6153.2805,9765.68225036218,9944.755539194559,9944.755539194559
228.0,4740.09279,9788.22464915307,9967.522533307496,9967.522533307496
229.0,5350.55601,9809.849985711,9989.356457722071,9989.356457722071
230.0,5652.12921,9830.552233852104,10010.251218125328,10010.251218125328
231.0,5768.51432,9850.325636654063,10030.200994114093,10030.200994114093
232.0,6651.84383,9869.164709366198,10049.200242138842,10049.200242138842
233.0,6413.82301,9887.064242189093,10067.243698314913,10067.243698314913
234.0,4514.86726,9904.019302921753,10084.326381099,10084.326381099
235.0,6009.30018,9920.025239474488,10100.443593829143,10100.443593829143
236.0,6089.28179,9935.077682245701,10115.590927126344,10115.590927126344
237.0,5555.74256,9949.172546360958,10129.76426115615,10129.76426115615
238.0,5937.97206,9962.306033772733,10142.959767748624,10142.959767748624
239.0,5480.44035,9974.474635219327,10155.173912375143,10155.173912375143
240.0,6068.25199,9985.675132041604,10166.4034559807,10166.4034559807
241.0,5835.71997,9995.904597856234,10176.645456670314,10176.645456670314
242.0,5414.1555,10005.160400084234,10185.897271248417,10185.897271248417
243.0,5696.73876,10013.44020133375,10194.156556610076,10194.156556610076
244.0,5188.59656,10020.741960636038,10201.421270983043,10201.421270983043
245.0,5844.81918,10027.063934533791,10207.68967501976,10207.68967501976
246.0,5748.01553,10032.404678021,10212.96033273849,10212.96033273849
247.0,5625.47522,10036.763045333675,10217.232112312939,10217.232112312939
248.0,6016.08565,10040.138190590806,10220.504186709684,10220.504186709684
249.0,4457.66955,10042.529568285152,10222.776034173057,10222.776034173057
250.0,5089.0009,10043.936933623407,10224.04743855699,10224.04743855699
251.0,5269.95317,10044.36034271552,10224.318489503632,10224.318489503632
252.0,5717.75582,10043.800152612994,10223.58958246855,10223.58958246855
253.0,4865.30546,10042.25702119609,10221.861418592458,10221.861418592458
254.0,4412.53015,10039.731906910001,10219.135004419533,10219.135004419533
255.0,5519.92593,10036.226068350128,10215.411651462484,10215.411651462484
256.0,6086.25812,10031.741063696723,10210.692975614627,10210.692975614627
257.0,5269.32855,10026.27874999926,10204.980896409348,10204.980896409348
258.0,5424.15464,10019.841282311003,10198.277636127446,10198.277636127446
259.0,4562.46907,10012.43111267432,10190.585718752913,10190.585718752913
260.0,5696.69305,10004.050988957446,10181.907968777872,10181.907968777872
261.0,5223.34736,9994.703953543445,10172.247509857447,10172.247509857447
262.0,5518.67427,9984.393341872268,10161.607763315491,10161.607763315491
263.0,6107.40606,9973.122780836875,10149.99244650213,10149.99244650213
264.0,4829.2842,9960.896187034514,10137.405571004287,10137.405571004287
265.0,4149.71953,9947.717764874316,10123.85144071033,10123.85144071033
266.0,5580.42492,9933.59200454253,10109.334649730235,10109.334649730235
267.0,5070.75541,9918.523679826705,10093.860080172546,10093.860080172546
268.0,5557.24723,9902.517845800372,10077.432899779766,10077.432899779766
269.0,4786.1833,9885.57983636974,10060.058559423715,10060.058559423715
270.0,4254.95805,9867.715261684083,10041.74279046253,10041.74279046253
271.0,5563.25253,9848.930005411583,10022.491601961143,10022.491601961143
272.0,5846.05478,9829.230221882455,10002.311277777091,10002.311277777091
273.0,4865.25037,9808.622333101335,9981.208373513664,9981.208373513664
274.0,5336.64475,9787.113025630864,9959.18971334237,9959.18971334237
275.0,4635.3016,9764.70924734868,9936.262386696977,9936.262386696977
276.0,3997.33187,9741.418204079933,9912.433744841268,9912.433744841268
277.0,5572.53122,9717.247356107637,9887.71139731287,9887.71139731287
278.0,4981.93632,9692.204414563186,9862.103208245555,9862.103208245555
279.0,5092.25684,9666.297337699496,9835.617292572459,9835.617292572459
280.0,4343.63711,9639.534327049229,9808.262012112804,9808.262012112804
281.0,4699.9279,9611.923823470745,9780.045971544712,9780.045971544712
282.0,5000.44551,9583.474503084382,9750.97801426687,9750.97801426687
283.0,5500.61764,9554.195273101806,9721.067218151717,9721.067218151717
284.0,4444.54429,9524.095267551189,9690.322891193076,9690.322891193076
285.0,3732.57584,9493.183842901131,9658.75456705113,9658.75456705113
286.0,4604.39113,9461.470573586163,9626.372000497593,9626.372000497593
287.0,4445.65095,9428.965247436847,9593.185162764272,9593.185162764272
288.0,4175.64857,9395.67786101749,9559.204236797921,9559.204236797921
289.0,4940.82028,9361.618614874558,9524.439612424703,9524.439612424703
290.0,4571.90745,9326.797908698896,9488.901881427239,9488.901881427239
291.0,3520.57695,9291.226336405009,9452.601832537703,9452.601832537703
292.0,4685.13605,9254.914681130524,9415.550446350064,9415.550446350064
293.0,4497.25303,9217.873910159207,9377.758890154895,9377.758890154895
294.0,4109.20669,9180.11516977079,9339.238512700096,9339.238512700096
295.0,4491.17517,9141.649780020962,9300.000838880926,9300.000838880926
296.0,4716.76644,9102.489229454934,9260.057564362807,9260.057564362807
297.0,3808.92183,9062.645169757965,9219.420550140332,9219.420550140332
298.0,4040.43838,9022.12941034633,9178.10181703605,9178.10181703605
299.0,3972.4318,8980.953912902149,9136.113540142454,9136.113540142454
300.0,4548.37242,8939.130785855641,9093.468043210849,9093.468043210849
301.0,3860.90373,8896.67227881826,9050.177792990553,9050.177792990553
302.0,4057.36235,8853.590776970283,9006.255393522128,9006.255393522128
303.0,3231.77184,8809.898795406383,8961.713580388148,8961.713580388148
304.0,3903.71114,8765.60897344276,8916.565214925222,8916.565214925222
305.0,4207.52406,8720.73406888939,8870.823278400812,8870.823278400812
306.0,3617.65988,8675.286952290968,8824.500866158547,8824.500866158547
307.0,3458.40002,8629.280601140135,8777.61118173562,8777.61118173562
308.0,4200.89864,8582.728094066575,8730.16753095593,8730.16753095593
309.0,3843.54001,8535.642605005529,8682.18331600263,8682.18331600263
310.0,3630.76979,8488.037397349333,8633.672029473631,8633.672029473631
311.0,3821.22782,8439.925818085532,8584.647248423775,8584.647248423775
312.0,3467.93652,8391.321291925127,8535.122628397228,8535.122628397228
313.0,3686.50999,8342.237315424483,8485.111897453711,8485.111897453711
314.0,3052.8968,8292.687451104452,8434.62885019215,8434.62885019215
315.0,3733.19489,8242.685321570189,8383.687341775292,8383.687341775292
316.0,3967.5453,8192.244603635158,8332.30128195884,8332.30128195884
317.0,3046.88024,8141.379022452794,8280.484629128627,8280.484629128627
318.0,3140.04526,8090.102345659236,8228.251384349272,8228.251384349272
319.0,3712.61812,8038.428377530566,8175.615585427855,8175.615585427855
320.0,3707.05897,7986.370953157897,8122.591300995944,8122.591300995944
321.0,3089.8386,7933.943932643662,8069.192624613432,8069.192624613432
322.0,3664.72037,7881.161195322417,8015.433668897514,8015.433668897514
323.0,3293.24602,7828.036634009393,7961.3285596800915,7961.3285596800915
324.0,3120.10628,7774.584149280059,7906.89143019694,7906.89143019694
325.0,3368.5046,7720.817643783826,7852.136415311768,7852.136415311768
326.0,3681.3036,7666.751016595078,7797.077645778462,7797.077645778462
327.0,2951.13658,7612.398157604566,7741.729242544544,7741.729242544544
328.0,3406.40543,7557.77294195424,7686.105311098997,7686.105311098997
329.0,3410.88839,7502.889224518469,7630.219935867438,7630.219935867438
330.0,2998.25385,7447.76083443461,7574.087174657647,7574.087174657647
331.0,3121.22557,7392.401569685773,7517.721053158327,7517.721053158327
332.0,2958.80104,7336.825191738616,7461.1355594940005,7461.1355594940005
333.0,2712.53191,7281.04542023891,7404.344638838797,7404.344638838797
334.0,2787.07666,7225.075927767591,7347.362188091879,7347.362188091879
335.0,2787.27007,7168.930334659911,7290.202050617201,7290.202050617201
336.0,3050.98763,7112.622203890265,7232.878011050162,7232.878011050162
337.0,2762.00082,7056.165036025208,7175.4037901737265,7175.4037901737265
338.0,2952.13007,6999.572264247067,7117.793039866471,7117.793039866471
339.0,2726.86299,6942.857249450552,7060.059338124952,7060.059338124952
340.0,2839.96536,6886.033275414631,7002.216184162724,7002.216184162724
341.0,2807.38159,6829.11354405192,6944.276993588284,6944.276993588284
342.0,2871.11187,6772.111170737723,6886.255093664087,6886.255093664087
343.0,2485.55261,6715.039179720812,6828.1637186487915,6828.1637186487915
344.0,2631.73162,6657.910499617951,6770.016005224714,6770.016005224714
345.0,2361.34905,6600.737958994103,6711.824988012503,6711.824988012503
346.0,2518.25614,6543.534282030147,6653.603595174867,6653.603595174867
347.0,2346.8393,6486.312084279928,6595.364644111184,6595.364644111184
348.0,2467.30326,6429.083868518307,6537.12083724472,6537.12083724472
349.0,2407.92156,6371.862020681839,6478.88475790407,6478.88475790407
350.0,2408.15751,6314.65880590363,6420.66886630042,6420.66886630042
351.0,2851.61008,6257.486364643852,6362.48549560209,6362.48549560209
352.0,2362.27377,6200.35670891726,6304.346848107782,6304.346848107782
353.0,2789.42702,6143.281718619072,6246.264991519827,6246.264991519827
354.0,2664.29783,6086.273137950391,6188.251855318705,6188.251855318705
355.0,2319.66339,6029.342571944342,6130.319227239958,6130.319227239958
356.0,2094.74693,5972.501483093993,6072.478749854629,6072.478749854629
357.0,2353.40879,5915.761188083014,6014.741917254156,6014.741917254156
358.0,2279.89392,5859.13285462002,5957.120071840689,5957.120071840689
359.0,2069.29854,5802.627498377408,5899.624401223654,5899.624401223654
360.0,2320.21104,5746.255980035413,5842.265935223286,5842.265935223286
361.0,2450.16594,5690.02900243209,5785.055542981849,5785.055542981849
362.0,2227.72597,5633.95710781977,5728.003930183087,5728.003930183087
363.0,2152.10341,5578.050675228527,5671.121636380468,5671.121636380468
364.0,2708.00174,5522.319917937075,5614.419032434605,5614.419032434605
365.0,1951.02224,5466.7748810514295,5557.906318060235,5557.906318060235
366.0,1838.46291,5411.425439191657,5501.593519483027,5501.593519483027
367.0,2120.48085,5356.281294286844,5445.490487206409,5445.490487206409
368.0,2010.82559,5301.351973478472,5389.606893888529,5389.606893888529
369.0,2232.04619,5246.6468271322055,5333.952232329418,5333.952232329418
370.0,1977.26432,5192.175026958067,5278.53581356828,5278.53581356828
371.0,2222.59429,5137.94556423893,5223.3667650908565,5223.3667650908565
372.0,1969.11982,5083.967248167127,5168.454029146631,5168.454029146631
373.0,2134.85635,5030.248704288922,5113.806361175656,5113.806361175656
374.0,1976.26405,4976.798373056577,5059.43232834467,5059.43232834467
375.0,2120.62383,4923.624508487576,5005.340308192111,5005.340308192111
376.0,1992.39641,4870.735176930585,4951.538487381531,4951.538487381531
377.0,1782.39655,4818.138255937622,4898.034860562954,4898.034860562954
378.0,2197.81218,4765.841433241844,4844.837229341491,4844.837229341491
379.0,2462.9846,4713.852205840325,4791.953201352607,4791.953201352607
380.0,1777.62617,4662.177879181065,4739.390189443288,4739.390189443288
381.0,1884.33569,4610.82556645352,4687.155410958339,4687.155410958339
382.0,1603.6457,4559.802187981754,4635.255887130908,4635.255887130908
383.0,1980.29009,4509.114470719364,4583.698442576398,4583.698442576398
384.0,2011.43962,4458.768947845205,4532.489704888728,4532.489704888728
385.0,1610.90204,4408.771958458913,4481.636104337971,4481.636104337971
386.0,1703.90106,4359.129647375159,4431.143873668232,4431.143873668232
387.0,2002.2338,4309.847965015528,4381.0190479946805,4381.0190479946805
388.0,1801.98757,4260.932667396844,4331.2674647985095,4331.2674647985095
389.0,1670.79125,4212.389316214741,4281.894764018615,4281.894764018615
390.0,1907.23652,4164.223279021183,4232.906388238662,4232.906388238662
391.0,1718.82609,4116.439729494674,4184.307582968263,4184.307582968263
392.0,1944.65279,4069.0436478017436,4136.103397016826,4136.103397016826
393.0,1761.75274,4022.039821048346,4088.2986829586903,4088.2986829586903
394.0,1892.11225,3975.4328438197285,4040.898097688068,4040.898097688068
395.0,1674.00847,3929.2271188072646,3993.9061030622734,3993.9061030622734
396.0,1739.88345,3883.4268575207584,3947.3269666317133,3947.3269666317133
397.0,1778.42023,3838.036081084661,3901.1647624550524,3901.1647624550524
398.0,1662.82057,3793.0586211165833,3855.423371997908,3855.423371997908
399.0,1856.24137,3748.4981206865223,3810.106485113469,3810.106485113469
400.0,1754.08525,3704.358035355112,3765.217601103316,3765.217601103316
401.0,1802.00671,3660.6416342892294,3720.760029856747,3720.760029856747
402.0,1904.18979,3617.3520014532523,3676.7368930668754,3676.7368930668754
