Temperature_K,Velocity_100000,Velocity_402020,Velocity_704040,Velocity_1006060,Velocity_1308080,Velocity_1610101,Velocity_1912121,Velocity_2214141,Velocity_2516161,Velocity_2818181,Velocity_3120202,Velocity_3422222,Velocity_3724242,Velocity_4026262,Velocity_4328282,Velocity_4630303,Velocity_4932323,Velocity_5234343,Velocity_5536363,Velocity_5838383,Velocity_6140404,Velocity_6442424,Velocity_6744444,Velocity_7046464,Velocity_7348484,Velocity_7650505,Velocity_7952525,Velocity_8254545,Velocity_8556565,Velocity_8858585,Velocity_9160606,Velocity_9462626,Velocity_9764646,Velocity_10066666,Velocity_10368686,Velocity_10670707,Velocity_10972727,Velocity_11274747,Velocity_11576767,Velocity_11878787,Velocity_12180808,Velocity_12482828,Velocity_12784848,Velocity_13086868,Velocity_13388888,Velocity_13690909,Velocity_13992929,Velocity_14294949,Velocity_14596969,Velocity_14898989,Velocity_15201010,Velocity_15503030,Velocity_15805050,Velocity_16107070,Velocity_16409090,Velocity_16711111,Velocity_17013131,Velocity_17315151,Velocity_17617171,Velocity_17919191,Velocity_18221212,Velocity_18523232,Velocity_18825252,Velocity_19127272,Velocity_19429292,Velocity_19731313,Velocity_20033333,Velocity_20335353,Velocity_20637373,Velocity_20939393,Velocity_21241414,Velocity_21543434,Velocity_21845454,Velocity_22147474,Velocity_22449494,Velocity_22751515,Velocity_23053535,Velocity_23355555,Velocity_23657575,Velocity_23959595,Velocity_24261616,Velocity_24563636,Velocity_24865656,Velocity_25167676,Velocity_25469696,Velocity_25771717,Velocity_26073737,Velocity_26375757,Velocity_26677777,Velocity_26979797,Velocity_27281818,Velocity_27583838,Velocity_27885858,Velocity_28187878,Velocity_28489898,Velocity_28791919,Velocity_29093939,Velocity_29395959,Velocity_29697979,Velocity_30000000
1.5316161616161619,1.0000000279040393,1.0000004509861418,1.0000013831313208,1.0000028243452523,1.0000047746367136,1.0000072340175805,1.0000102025028308,1.0000136801105424,1.000017666861895,1.000022162781169,1.0000271678957475,1.0000326822361165,1.0000387058358648,1.0000452387316854,1.000052280963376,1.0000598325738397,1.0000678936090863,1.000076464118233,1.0000855441535044,1.0000951337702357,1.0001052330268718,1.00011584198497,1.0001269607091998,1.0001385892673456,1.0001507277303068,1.0001633761721007,1.0001765346698626,1.000190203303848,1.0002043821574345,1.000219071317123,1.0002342708725398,1.000249980916438,1.0002662015447001,1.000282932856339,1.000300174953501,1.000317927941467,1.0003361919286555,1.0003549670266245,1.0003742533500728,1.000394051016844,1.000414360147928,1.0004351808674632,1.0004565133027397,1.0004783575842013,1.0005007138454494,1.0005235822232434,1.0005469628575059,1.000570855891324,1.0005952614709537,1.0006201797458205,1.0006456108685253,1.0006715549948453,1.0006980122837388,1.000724982897347,1.0007524670009984,1.0007804647632117,1.0008089763556995,1.0008380019533718,1.0008675417343391,1.000897595879917,1.0009281645746289,1.0009592480062104,1.0009908463656132,1.001022959847009,1.001055588647793,1.0010887329685885,1.001122393013251,1.0011565689888722,1.001191261105784,1.0012264695775637,1.0012621946210378,1.0012984364562862,1.0013351953066476,1.0013724713987235,1.0014102649623826,1.0014485762307668,1.0014874054402945,1.0015267528306668,1.001566618644871,1.001607003129188,1.0016479065331942,1.00168932910977,1.0017312711151023,1.0017737328086918,1.0018167144533572,1.0018602163152415,1.0019042386638164,1.0019487817718893,1.0019938459156084,1.0020394313744676,1.0020855384313143,1.0021321673723533,1.0021793184871537,1.0022269920686553,1.0022751884131742,1.002323907820409,1.0023731505934472,1.0024229170387722,1.0024732074662681,1.0025240221892282
1.558787878787879,1.0000000277816352,1.000000449007843,1.000001377064067,1.0000028119559596,1.0000047536922583,1.000007202284788,1.00001015774846,1.000013620101273,1.000017589364314,1.0000220655617567,1.0000270487208642,1.0000325388719888,1.000038536048572,1.0000450402871457,1.0000520516273332,1.000059570111849,1.0000675957865017,1.0000761287001922,1.000085168904917,1.0000947164557679,1.0001047714109337,1.0001153338317013,1.000126403782457,1.0001379813306874,1.0001500665469816,1.0001626595050312,1.0001757602816341,1.0001893689566932,1.0002034856132205,1.0002181103373375,1.0002332432182772,1.000248884348386,1.0002650338231258,1.0002816917410748,1.0002988582039318,1.0003165333165156,1.0003347171867691,1.0003534099257607,1.0003726116476865,1.000392322469873,1.0004125425127792,1.000433271899999,1.0004545107582645,1.0004762592174472,1.0004985174105616,1.0005212854737684,1.0005445635463754,1.000568351770843,1.0005926502927847,1.0006174592609711,1.0006427788273338,1.0006686091469663,1.0006949503781295,1.0007218026822537,1.000749166223942,1.0007770411709742,1.0008054276943092,1.0008343259680899,1.0008637361696457,1.0008936584794963,1.0009240930813563,1.0009550401621374,1.000986499911954,1.0010184725241258,1.0010509581951819,1.001083957124866,1.0011174695161391,1.0011514955751843,1.0011860355114113,1.0012210895374605,1.0012566578692066,1.0012927407257648,1.001329338329494,1.0013664509060012,1.0014040786841474,1.0014422218960513,1.0014808807770945,1.0015200555659265,1.001559746504469,1.0015999538379219,1.0016406778147675,1.0016819186867765,1.0017236767090123,1.001765952139837,1.0018087452409168,1.0018520562772266,1.0018958855170568,1.0019402332320175,1.0019850996970456,1.0020304851904096,1.0020763899937153,1.0021228143919123,1.0021697586732998,1.0022172231295325,1.0022652080556262,1.0023137137499656,1.0023627405143083,1.002412288653793,1.0024623584769448,1.0025129502956824
1.5859595959595962,1.0000000276618697,1.0000004470721866,1.0000013711275946,1.0000027998337209,1.0000047331992656,1.0000071712360028,1.0000101139587796,1.000013561385517,1.0000175135372107,1.0000219704379307,1.0000269321148225,1.0000323985981074,1.0000383699210826,1.0000448461201228,1.0000518272346806,1.000059313307286,1.00006730438355,1.0000758005121633,1.0000848017448976,1.0000943081366076,1.000104319745231,1.0001148366317911,1.0001258588603958,1.0001373864982412,1.000149419615612,1.0001619582858823,1.0001750025855185,1.0001885525940795,1.0002026083942195,1.0002171700716882,1.0002322377153343,1.0002478114171058,1.0002638912720534,1.0002804773783305,1.0002975698371968,1.0003151687530196,1.0003332742332767,1.0003518863885574,1.0003710053325656,1.000390631182122,1.0004107640571662,1.0004314040807596,1.0004525513790874,1.0004742060814618,1.0004963683203236,1.0005190382312465,1.000542215952938,1.0005659016272441,1.0005900953991504,1.0006147974167867,1.000640007831429,1.000665726797503,1.0006919544725867,1.0007186910174146,1.0007459365958802,1.0007736913750398,1.000801955525116,1.0008307292195002,1.0008600126347578,1.0008898059506304,1.00092010935004,1.0009509230190932,1.0009822471470844,1.0010140819264999,1.001046427553022,1.0010792842255327,1.0011126521461184,1.0011465315200736,1.0011809225559047,1.0012158254653356,1.0012512404633107,1.0012871677680002,1.0013236076008043,1.0013605601863582,1.0013980257525354,1.0014360045304544,1.001474496754482,1.001513502662239,1.0015530224946039,1.0015930564957196,1.0016336049129977,1.001674667997123,1.0017162460020594,1.0017583391850553,1.0018009478066487,1.0018440721306727,1.0018877124242604,1.0019318689578516,1.0019765420051978,1.0020217318433675,1.002067438752753,1.0021136630170755,1.002160404923391,1.002207664762097,1.0022554428269377,1.0023037394150112,1.0023525548267742,1.0024018893660502,1.0024517433400344,1.0025021170593007
1.6131313131313134,1.000000027544642,1.0000004451775464,1.0000013653169146,1.00000278796835,1.0000047131405156,1.0000071408451356,1.0000100710969941,1.0000135039139364,1.0000174393168693,1.0000218773297607,1.0000268179796408,1.0000322612966028,1.0000382073138032,1.0000446560674623,1.0000516075968653,1.0000590619443626,1.0000670191553713,1.000075479278376,1.000084442364929,1.0000939084696525,1.000103877650239,1.000114349967452,1.0001253254851292,1.0001368042701813,1.0001487863925949,1.0001612719254336,1.0001742609448394,1.000187753530034,1.0002017497633218,1.0002162497300886,1.000231253518807,1.000246761221035,1.0002627729314204,1.000279288747701,1.000296308770707,1.0003138331043642,1.0003318618556938,1.0003503951348172,1.000369433054956,1.000388975732436,1.0004090232866887,1.0004295758402537,1.0004506335187817,1.0004721964510366,1.0004942647688981,1.0005168386073653,1.000539918104558,1.0005635034017208,1.0005875946432254,1.0006121919765734,1.0006372955523997,1.0006629055244753,1.0006890220497113,1.0007156452881603,1.0007427754030214,1.000770412560643,1.0007985569305262,1.0008272086853278,1.0008563680008646,1.0008860350561168,1.0009162100332312,1.0009468931175254,1.0009780844974918,1.001009784364801,1.0010419929143057,1.0010747103440456,1.0011079368552505,1.0011416726523443,1.0011759179429507,1.0012106729378958,1.001245937851213,1.0012817129001483,1.0013179983051637,1.0013547942899417,1.0013921010813907,1.0014299189096496,1.001468248008092,1.0015070886133317,1.0015464409652264,1.0015863053068843,1.0016266818846684,1.0016675709482012,1.0017089727503705,1.0017508875473344,1.0017933155985268,1.0018362571666624,1.0018797125177428,1.001923681921061,1.0019681656492092,1.002013163978081,1.002058677186881,1.0021047055581271,1.0021512493776599,1.0021983089346458,1.0022458845215838,1.0022939764343133,1.0023425849720178,1.002391710437233,1.002441353135852,1.002491513377133
1.6403030303030306,1.0000000274298568,1.0000004433223841,1.0000013596273094,1.0000027763502126,1.0000046934997213,1.00000711108751,1.0000100291283016,1.000013447639867,1.0000173666430259,1.0000217861616458,1.0000267062226453,1.0000321268559915,1.0000380480947029,1.0000444699748485,1.0000513925355503,1.000058815818982,1.0000667398703715,1.000075164738001,1.0000840904732087,1.0000935171303884,1.0001034447669925,1.000113873443532,1.0001248032235772,1.0001362341737607,1.0001481663637775,1.0001605998663867,1.000173534757413,1.000186971115748,1.0002009090233523,1.0002153485652574,1.0002302898295659,1.000245732907455,1.0002616778931779,1.0002781248840649,1.000295073980526,1.000312525286054,1.0003304789072247,1.0003489349536996,1.0003678935382292,1.0003873547766544,1.0004073187879086,1.0004277856940214,1.0004487556201191,1.0004702286944296,1.0004922050482832,1.0005146848161157,1.0005376681354718,1.0005611551470077,1.000585145994493,1.0006096408248146,1.00063463978798,1.0006601430371194,1.0006861507284897,1.0007126630214769,1.0007396800785997,1.0007672020655136,1.000795229151013,1.0008237615070352,1.0008527993086649,1.0008823427341356,1.0009123919648355,1.0009429471853102,1.0009740085832661,1.0010055763495753,1.0010376506782788,1.0010702317665905,1.0011033198149017,1.0011369150267848,1.0011710176089978,1.0012056277714887,1.0012407457273986,1.0012763716930684,1.0013125058880412,1.0013491485350674,1.0013862998601102,1.001423960092349,1.001462129464185,1.0015008082112458,1.00153999657239,1.0015796947897122,1.0016199031085493,1.001660621777483,1.0017018510483477,1.0017435911762338,1.001785842419494,1.0018286050397485,1.0018718793018901,1.00191566547409,1.0019599638278038,1.0020047746377758,1.002050098182047,1.0020959347419585,1.0021422846021588,1.0021891480506098,1.0022365253785916,1.0022844168807106,1.0023328228549038,1.0023817436024458,1.0024311794279552,1.0024811306394013
1.6674747474747478,1.000000027317424,1.0000004415052433,1.0000013540543122,1.0000027649701884,1.0000046742614637,1.0000070819397648,1.0000099880197546,1.0000133925191306,1.0000172954586275,1.0000216968620153,1.0000265967561015,1.0000319951707308,1.0000378921387862,1.0000442876961895,1.0000511818819016,1.0000585747379231,1.0000664663092975,1.0000748566441087,1.0000837457934837,1.0000931338115946,1.0001030207556574,1.000113406685935,1.000124291665738,1.0001356757614253,1.0001475590424063,1.0001599415811415,1.0001728234531455,1.000186204736986,1.0002000855142883,1.0002144658697345,1.0002293458910665,1.0002447256690878,1.000260605297665,1.0002769848737298,1.000293864497281,1.0003112442713862,1.0003291243021846,1.0003475046988888,1.0003663855737868,1.0003857670422445,1.0004056492227082,1.0004260322367067,1.0004469162088543,1.0004683012668525,1.0004901875414935,1.0005125751666626,1.00053546427934,1.0005588550196054,1.0005827475306395,1.000607141958727,1.0006320384532605,1.0006574371667427,1.0006833382547895,1.000709741876134,1.0007366481926288,1.0007640573692502,1.0007919695741008,1.0008203849784132,1.0008493037565542,1.0008787260860272,1.0009086521474766,1.0009390821246913,1.0009700162046087,1.0010014545773185,1.0010333974360661,1.0010658449772574,1.0010987974004621,1.0011322549084183,1.0011662177070362,1.0012006860054032,1.0012356600157875,1.0012711399536425,1.0013071260376116,1.0013436184895323,1.0013806175344415,1.0014181234005792,1.001456136319394,1.0014946565255478,1.0015336842569198,1.001573219754613,1.0016132632629577,1.0016538150295178,1.0016948753050943,1.0017364443437327,1.0017785224027267,1.001821109742624,1.0018642066272316,1.0019078133236214,1.0019519301021367,1.0019965572363954,1.0020416950032989,1.0020873436830346,1.0021335035590853,1.0021801749182315,1.0022273580505603,1.0022750532494697,1.0023232608116759,1.0023719810372187,1.002421214229468,1.0024709606951308
1.694646464646465,1.0000000272072584,1.0000004397247437,1.0000013485936907,1.0000027538196343,1.000004655411132,1.0000070533797636,1.0000099477401325,1.0000133385098655,1.000017225709613,1.0000216093630494,1.000026489496874,1.0000318661408116,1.000037739327612,1.0000441090930523,1.0000509754759366,1.000058338518096,1.000066198264392,1.0000745547627146,1.000083408063985,1.0000927582221566,1.000102605294215,1.0001129493401797,1.000123790423106,1.0001351286090852,1.0001469639672467,1.0001592965697594,1.0001721264918326,1.0001854538117176,1.0001992786107101,1.000213600973151,1.0002284209864285,1.0002437387409797,1.0002595543302928,1.0002758678509083,1.0002926794024218,1.0003099890874854,1.0003277970118105,1.0003461032841687,1.0003649080163957,1.0003842113233918,1.0004040133231256,1.000424314136636,1.0004451138880348,1.0004664127045082,1.0004882107163215,1.0005105080568193,1.0005333048624299,1.000556601272668,1.000580397430137,1.0006046934805315,1.0006294895726415,1.0006547858583548,1.0006805824926601,1.0007068796336498,1.0007336774425242,1.0007609760835938,1.0007887757242837,1.000817076535136,1.000845878689814,1.0008751823651054,1.0009049877409264,1.000935295000324,1.0009661043294826,1.0009974159177248,1.0010292299575165,1.001061546644472,1.0010943661773557,1.0011276887580884,1.00116151459175,1.0011958438865847,1.0012306768540042,1.0012660137085934,1.0013018546681138,1.0013381999535087,1.001375049788907,1.0014124044016284,1.001450264022188,1.0014886288843017,1.001527499224889,1.0015668752840807,1.001606757305222,1.0016471455348779,1.0016880402228387,1.0017294416221247,1.0017713499889924,1.0018137655829387,1.0018566886667064,1.0019001195062909,1.0019440583709447,1.001988505533183,1.0020334612687896,1.0020789258568228,1.0021248995796213,1.0021713827228098,1.0022183755753051,1.0022658784293226,1.002313891580381,1.002362415327311,1.0024114499722585,1.0024609958206936
1.7218181818181821,1.000000027099279,1.0000004379795766,1.0000013432414308,1.000002742890354,1.0000046369348696,1.000007025386512,1.0000099082598264,1.0000132855723696,1.00001715734471,1.0000215236004282,1.0000263843661177,1.0000317396713847,1.0000375895488498,1.0000439340341474,1.0000507731659278,1.0000581069858565,1.0000659355386163,1.0000742588719078,1.00008307703645,1.0000923900859817,1.0001021980772624,1.0001125010700738,1.0001232991272206,1.0001345923145322,1.0001463807008633,1.0001586643580964,1.0001714433611424,1.000184717787942,1.000198487719468,1.0002127532397274,1.0002275144357606,1.0002427713976463,1.0002585242185016,1.0002747729944839,1.0002915178247933,1.0003087588116746,1.0003264960604197,1.0003447296793686,1.000363459779913,1.000382686476497,1.0004024098866215,1.000422630130845,1.000443347332786,1.000464561619127,1.0004862731196154,1.0005084819670669,1.0005311882973684,1.0005543922494808,1.0005780939654416,1.0006022935903673,1.0006269912724572,1.0006521871629965,1.0006778814163584,1.0007040741900082,1.0007307656445064,1.0007579559435114,1.0007856452537836,1.0008138337451884,1.0008425215907,1.0008717089664043,1.0009013960515034,1.0009315830283183,1.0009622700822938,1.0009934574020014,1.0010251451791434,1.001057333608557,1.001090022888219,1.0011232132192478,1.0011569048059097,1.0011910978556222,1.0012257925789585,1.0012609891896516,1.0012966879045986,1.0013328889438657,1.001369592530693,1.0014067988914972,1.0014445082558794,1.0014827208566273,1.0015214369297203,1.0015606567143363,1.0016003804528544,1.0016406083908613,1.0016813407771559,1.0017225778637546,1.001764319905896,1.001806567162048,1.0018493198939107,1.001892578366423,1.0019363428477694,1.0019806136093832,1.0020253909259542,1.0020706750754327,1.0021164663390372,1.0021627650012586,1.002209571349867,1.002256885675918,1.0023047082737582,1.0023530394410312,1.0024018794786842,1.0024512286909755
1.7489898989898993,1.000000026993409,1.0000004362685,1.000001337993722,1.0000027321745666,1.0000046188195237,1.0000069979400823,1.000009869550731,1.0000132336689576,1.000017090315251,1.0000214395130989,1.0000262812889913,1.0000316156724185,1.000037442695874,1.0000437623948526,1.0000505748078539,1.0000578799763804,1.0000656779449406,1.0000739687610485,1.000082752475225,1.000092029140999,1.0001017988149081,1.0001120615565007,1.000122817428336,1.0001340664959864,1.0001458088280375,1.0001580444960907,1.0001707735747645,1.000183996141695,1.0001977122775392,1.0002119220659749,1.0002266255937033,1.0002418229504508,1.0002575142289707,1.0002736995250447,1.0002903789374857,1.000307552568139,1.0003252205218847,1.0003433829066402,1.000362039833361,1.0003811914160454,1.0004008377717344,1.0004209790205154,1.0004416152855247,1.000462746692949,1.0004843733720294,1.0005064954550626,1.0005291130774048,1.0005522263774738,1.000575835496752,1.0005999405797892,1.000624541774206,1.0006496392306958,1.0006752331030293,1.0007013235480566,1.0007279107257108,1.0007549947990109,1.0007825759340658,1.0008106543000777,1.0008392300693443,1.0008683034172638,1.0008978745223387,1.000927943566177,1.0009585107334997,1.0009895762121412,1.0010211401930549,1.0010532028703172,1.0010857644411304,1.0011188251058283,1.0011523850678787,1.0011864445338892,1.0012210037136096,1.0012560628199383,1.001291622068925,1.0013276816797765,1.00136424187486,1.0014013028797086,1.0014388649230255,1.0014769282366893,1.001515493055758,1.0015545596184743,1.0015941281662708,1.0016341989437747,1.0016747721988126,1.0017158481824167,1.0017574271488288,1.001799509355506,1.0018420950631268,1.001885184535595,1.001928778040047,1.001972875846856,1.0020174782296383,1.002062585465259,1.002108197833837,1.0021543156187527,1.0022009391066513,1.0022480685874517,1.0022957043543503,1.002343846703828,1.0023924959356565,1.0024416523529047
1.7761616161616165,1.0000000268895752,1.000000434590333,1.000001332846945,1.0000027216648812,1.0000046010525987,1.0000069710215427,1.0000098315861456,1.0000131827638288,1.0000170245750015,1.0000213570430614,1.0000261801943964,1.0000314940583839,1.0000372986673915,1.0000435940567785,1.0000503802648957,1.0000576573330862,1.000065425305687,1.00007368423003,1.0000824341564412,1.0000916751382436,1.0001014072317576,1.0001116304963025,1.0001223449941967,1.00013355079076,1.000145247954315,1.0001574365561874,1.0001701166707082,1.0001832883752155,1.0001969517500557,1.0002111068785846,1.0002257538471702,1.0002408927451936,1.0002565236650514,1.0002726467021568,1.0002892619549426,1.0003063695248622,1.0003239695163924,1.0003420620370354,1.0003606471973203,1.0003797251108064,1.0003992958940846,1.0004193596667805,1.0004399165515565,1.0004609666741142,1.0004825101631973,1.000504547150594,1.0005270777711393,1.0005501021627188,1.0005736204662707,1.0005976328257888,1.0006221393883257,1.0006471403039954,1.000672635725977,1.000698625810517,1.0007251107169335,1.0007520906076186,1.0007795656480423,1.000807536006755,1.0008360018553928,1.0008649633686788,1.0008944207244284,1.0009243741035518,1.000954823690059,1.0009857696710618,1.001017212236779,1.001049151580541,1.0010815878987913,1.0011145213910928,1.001147952260131,1.0011818807117183,1.0012163069547981,1.0012512312014497,1.0012866536668918,1.0013225745694878,1.0013589941307497,1.0013959125753429,1.0014333301310911,1.001471247028981,1.001509663503166,1.0015485797909727,1.0015879961329048,1.0016279127726488,1.0016683299570779,1.0017092479362584,1.0017506669634544,1.0017925872951325,1.0018350091909685,1.0018779329138512,1.0019213587298892,1.001965286908416,1.0020097177219949,1.0020546514464264,1.0021000883607518,1.0021460287472612,1.0021924728914977,1.0022394210822647,1.0022868736116304,1.0023348307749358,1.0023832928707992,1.002432260201124
