Temperature (K),Velocity (m/s),Relative ΔGab (%)
0.03742424242424243,14294949.494949494,0.1443862104438571
0.03742424242424243,14596969.696969695,0.15055909787474497
0.03742424242424243,14898989.8989899,0.1568616609795395
0.03742424242424243,15201010.1010101,0.1632939383554531
0.03742424242424243,15503030.303030303,0.16985596940320502
0.03742424242424243,15805050.505050505,0.17654779432785364
0.03742424242424243,16107070.707070706,0.18336945413974576
0.03742424242424243,16409090.909090908,0.19032099065531027
0.03742424242424243,16711111.11111111,0.19740244649791036
0.03742424242424243,17013131.313131314,0.2046138650986374
0.03742424242424243,17315151.515151516,0.21195529069739544
0.03742424242424243,17617171.717171717,0.21942676834355954
0.03742424242424243,17919191.91919192,0.2270283438971571
0.03742424242424243,18221212.12121212,0.2347600640295649
0.03742424242424243,18523232.323232323,0.24262197622467116
0.03742424242424243,18825252.525252525,0.25061412877976613
0.03742424242424243,19127272.727272727,0.25873657080649104
0.03742424242424243,19429292.92929293,0.2669893522319227
0.03742424242424243,19731313.13131313,0.2753725237996382
0.03742424242424243,20033333.333333332,0.2838861370706061
0.03742424242424243,20335353.535353534,0.2925302444243868
0.03742424242424243,20637373.737373736,0.3013048990601976
0.03742424242424243,20939393.939393938,0.3102101549979198
0.03742424242424243,21241414.14141414,0.3192460670793381
0.03742424242424243,21543434.34343434,0.32841269096914727
0.03742424242424243,21845454.545454543,0.3377100831562693
0.03742424242424243,22147474.747474745,0.3471383009547828
0.03742424242424243,22449494.949494947,0.3566974025053946
0.03742424242424243,22751515.151515152,0.3663874467763694
0.03742424242424243,23053535.353535354,0.3762084935649628
0.03742424242424243,23355555.555555556,0.38616060349858305
0.03742424242424243,23657575.757575758,0.396243838035895
0.03742424242424243,23959595.95959596,0.4064582594684079
0.03742424242424243,24261616.16161616,0.41680393092157936
0.03742424242424243,24563636.363636363,0.42728091635603505
0.03742424242424243,24865656.565656565,0.4378892805691182
0.03742424242424243,25167676.767676767,0.44862908919610933
0.03742424242424243,25469696.96969697,0.4595004087116402
0.03742424242424243,25771717.17171717,0.4705033064309521
0.03742424242424243,26073737.373737372,0.4816378505114649
0.03742424242424243,26375757.575757574,0.4929041099541514
0.03742424242424243,26677777.777777776,0.5043021546049709
0.03742424242424243,26979797.979797978,0.5158320551562049
0.03742424242424243,27281818.18181818,0.5274938831481422
0.03742424242424243,27583838.38383838,0.5392877109703954
0.03742424242424243,27885858.585858583,0.5512136118636246
0.03742424242424243,28187878.787878785,0.5632716599208349
0.03742424242424243,28489898.989898987,0.5754619300889448
0.03742424242424243,28791919.19191919,0.587784498170703
0.03742424242424243,29093939.39393939,0.6002394408257736
0.03742424242424243,29395959.595959596,0.6128268355727302
0.03742424242424243,29697979.7979798,0.6255467607904501
0.03742424242424243,30000000.0,0.6383992957199544
0.06484848484848485,100000.0,6.151479816882488e-06
0.06484848484848485,402020.202020202,9.94204497780004e-05
0.06484848484848485,704040.404040404,0.00030491300119784204
0.06484848484848485,1006060.606060606,0.0006226303854538543
0.06484848484848485,1308080.808080808,0.0010525745373098463
0.06484848484848485,1610101.01010101,0.0015947480750128135
0.06484848484848485,1912121.212121212,0.0022491543003316677
0.06484848484848485,2214141.414141414,0.0030157971985766015
0.06484848484848485,2516161.616161616,0.0038946814387927375
0.06484848484848485,2818181.818181818,0.004885812373702033
0.06484848484848485,3120202.02020202,0.005989196039916295
0.06484848484848485,3422222.222222222,0.007204839158072733
0.06484848484848485,3724242.424242424,0.008532749132950148
0.06484848484848485,4026262.626262626,0.009972934053449569
0.06484848484848485,4328282.828282828,0.011525402693136467
0.06484848484848485,4630303.03030303,0.013190164509989017
0.06484848484848485,4932323.232323232,0.014967229646920942
0.06484848484848485,5234343.434343434,0.016856608931820248
0.06484848484848485,5536363.636363636,0.0188583138778397
0.06484848484848485,5838383.838383839,0.02097235668357109
0.06484848484848485,6140404.04040404,0.023198750233297007
0.06484848484848485,6442424.242424242,0.025537508097358743
0.06484848484848485,6744444.444444444,0.02798864453223377
0.06484848484848485,7046464.646464646,0.030552174481097313
0.06484848484848485,7348484.848484848,0.033228113573841714
0.06484848484848485,7650505.05050505,0.03601647812761866
0.06484848484848485,7952525.252525252,0.03891728514701345
0.06484848484848485,8254545.454545454,0.04193055232449041
0.06484848484848485,8556565.656565657,0.04505629804070269
0.06484848484848485,8858585.858585859,0.048294541364879616
0.06484848484848485,9160606.06060606,0.05164530205525267
0.06484848484848485,9462626.262626262,0.05510860055936535
0.06484848484848485,9764646.464646464,0.05868445801459604
0.06484848484848485,10066666.666666666,0.06237289624852589
0.06484848484848485,10368686.868686868,0.06617393777938425
0.06484848484848485,10670707.07070707,0.07008760581651344
0.06484848484848485,10972727.272727272,0.07411392426089154
0.06484848484848485,11274747.474747473,0.07825291770555848
0.06484848484848485,11576767.676767677,0.08250461143610013
0.06484848484848485,11878787.878787879,0.0868690314312486
0.06484848484848485,12180808.08080808,0.09134620436330834
0.06484848484848485,12482828.282828283,0.09593615759881442
0.06484848484848485,12784848.484848484,0.10063891919905552
0.06484848484848485,13086868.686868686,0.10545451792048045
0.06484848484848485,13388888.888888888,0.11038298321560844
0.06484848484848485,13690909.09090909,0.1154243452333776
0.06484848484848485,13992929.292929292,0.12057863481976469
0.06484848484848485,14294949.494949494,0.12584588351857895
0.06484848484848485,14596969.696969695,0.13122612357206256
0.06484848484848485,14898989.8989899,0.13671938792131655
0.06484848484848485,15201010.1010101,0.14232571020738527
0.06484848484848485,15503030.303030303,0.14804512477152756
0.06484848484848485,15805050.505050505,0.15387766665628175
0.06484848484848485,16107070.707070706,0.159823371605911
0.06484848484848485,16409090.909090908,0.16588227606723616
0.06484848484848485,16711111.11111111,0.17205441719046827
0.06484848484848485,17013131.313131314,0.17833983282984775
0.06484848484848485,17315151.515151516,0.1847385615444382
0.06484848484848485,17617171.717171717,0.19125064259901742
0.06484848484848485,17919191.91919192,0.19787611596473556
0.06484848484848485,18221212.12121212,0.20461502232008352
0.06484848484848485,18523232.323232323,0.21146740305155134
0.06484848484848485,18825252.525252525,0.21843330025475133
0.06484848484848485,19127272.727272727,0.22551275673496024
0.06484848484848485,19429292.92929293,0.23270581600828125
0.06484848484848485,19731313.13131313,0.24001252230234107
0.06484848484848485,20033333.333333332,0.24743292055731628
0.06484848484848485,20335353.535353534,0.25496705642682405
0.06484848484848485,20637373.737373736,0.2626149762788324
0.06484848484848485,20939393.939393938,0.27037672719674455
0.06484848484848485,21241414.14141414,0.27825235698011547
0.06484848484848485,21543434.34343434,0.28624191414594924
0.06484848484848485,21845454.545454543,0.2943454479294544
0.06484848484848485,22147474.747474745,0.3025630082852252
0.06484848484848485,22449494.949494947,0.31089464588813215
0.06484848484848485,22751515.151515152,0.3193404121345812
0.06484848484848485,23053535.353535354,0.3279003591432878
0.06484848484848485,23355555.555555556,0.33657453975663276
0.06484848484848485,23657575.757575758,0.3453630075415725
0.06484848484848485,23959595.95959596,0.35426581679085867
0.06484848484848485,24261616.16161616,0.3632830225240842
0.06484848484848485,24563636.363636363,0.37241468048892234
0.06484848484848485,24865656.565656565,0.38166084716217274
0.06484848484848485,25167676.767676767,0.39102157975103913
0.06484848484848485,25469696.96969697,0.4004969361942528
0.06484848484848485,25771717.17171717,0.4100869751633119
0.06484848484848485,26073737.373737372,0.4197917560636817
0.06484848484848485,26375757.575757574,0.42961133903603455
0.06484848484848485,26677777.777777776,0.4395457849575274
0.06484848484848485,26979797.979797978,0.44959515544302225
0.06484848484848485,27281818.18181818,0.4597595128465381
0.06484848484848485,27583838.38383838,0.47003892026221955
0.06484848484848485,27885858.585858583,0.48043344152606
0.06484848484848485,28187878.787878785,0.49094314121690874
0.06484848484848485,28489898.989898987,0.5015680846580008
0.06484848484848485,28791919.19191919,0.512308337918332
0.06484848484848485,29093939.39393939,0.5231639678138977
0.06484848484848485,29395959.595959596,0.5341350419092429
0.06484848484848485,29697979.7979798,0.5452216285188363
0.06484848484848485,30000000.0,0.5564237967084845
0.09227272727272727,100000.0,5.632305736719005e-06
0.09227272727272727,402020.202020202,9.10295388402533e-05
0.09227272727272727,704040.404040404,0.00027917888072133656
0.09227272727272727,1006060.606060606,0.0005700814771220345
0.09227272727272727,1308080.808080808,0.0009637390995215485
0.09227272727272727,1610101.01010101,0.0014601541451749454
0.09227272727272727,1912121.212121212,0.0020593296372099818
0.09227272727272727,2214141.414141414,0.0027612692245883737
0.09227272727272727,2516161.616161616,0.0035659771822800826
0.09227272727272727,2818181.818181818,0.004473458411243947
0.09227272727272727,3120202.02020202,0.005483718438621335
0.09227272727272727,3422222.222222222,0.00659676341785233
0.09227272727272727,3724242.424242424,0.007812600128733829
0.09227272727272727,4026262.626262626,0.009131235977516363
0.09227272727272727,4328282.828282828,0.010552678997252667
0.09227272727272727,4630303.03030303,0.012076937847700857
0.09227272727272727,4932323.232323232,0.013704021815769818
0.09227272727272727,5234343.434343434,0.015433940815441749
0.09227272727272727,5536363.636363636,0.017266705388198186
0.09227272727272727,5838383.838383839,0.01920232670305874
0.09227272727272727,6140404.04040404,0.021240816556929644
0.09227272727272727,6442424.242424242,0.02338218737483616
0.09227272727272727,6744444.444444444,0.025626452210077484
0.09227272727272727,7046464.646464646,0.02797362474451721
0.09227272727272727,7348484.848484848,0.030423719289067466
0.09227272727272727,7650505.05050505,0.03297675078365018
0.09227272727272727,7952525.252525252,0.03563273479771993
0.09227272727272727,8254545.454545454,0.03839168753049632
0.09227272727272727,8556565.656565657,0.041253625811428746
0.09227272727272727,8858585.858585859,0.04421856710023511
0.09227272727272727,9160606.06060606,0.04728652948761835
0.09227272727272727,9462626.262626262,0.05045753169542132
0.09227272727272727,9764646.464646464,0.05373159307705284
0.09227272727272727,10066666.666666666,0.0571087336178169
0.09227272727272727,10368686.868686868,0.060588973935512956
0.09227272727272727,10670707.07070707,0.06417233528064897
0.09227272727272727,10972727.272727272,0.06785883953700297
0.09227272727272727,11274747.474747473,0.07164850922197162
0.09227272727272727,11576767.676767677,0.0755413674871318
0.09227272727272727,11878787.878787879,0.07953743811858918
0.09227272727272727,12180808.08080808,0.08363674553761727
0.09227272727272727,12482828.282828283,0.08783931480104469
0.09227272727272727,12784848.484848484,0.09214517160181676
0.09227272727272727,13086868.686868686,0.09655434226942158
0.09227272727272727,13388888.888888888,0.10106685377062581
0.09227272727272727,13690909.09090909,0.10568273370980391
0.09227272727272727,13992929.292929292,0.11040201032965467
0.09227272727272727,14294949.494949494,0.11522471251174336
0.09227272727272727,14596969.696969695,0.12015086977706341
0.09227272727272727,14898989.8989899,0.1251805122865785
0.09227272727272727,15201010.1010101,0.1303136708420941
0.09227272727272727,15503030.303030303,0.13555037688654786
0.09227272727272727,15805050.505050505,0.1408906625049198
0.09227272727272727,16107070.707070706,0.14633456042467768
0.09227272727272727,16409090.909090908,0.15188210401668717
0.09227272727272727,16711111.11111111,0.15753332729565725
0.09227272727272727,17013131.313131314,0.16328826492108903
0.09227272727272727,17315151.515151516,0.16914695219768247
0.09227272727272727,17617171.717171717,0.17510942507630461
0.09227272727272727,17919191.91919192,0.1811757201546286
0.09227272727272727,18221212.12121212,0.1873458746779858
0.09227272727272727,18523232.323232323,0.19361992653992727
0.09227272727272727,18825252.525252525,0.19999791428319208
0.09227272727272727,19127272.727272727,0.2064798771004819
0.09227272727272727,19429292.92929293,0.21306585483510004
0.09227272727272727,19731313.13131313,0.21975588798199713
0.09227272727272727,20033333.333333332,0.2265500176884683
0.09227272727272727,20335353.535353534,0.23344828575506324
0.09227272727272727,20637373.737373736,0.2404507346363803
0.09227272727272727,20939393.939393938,0.24755740744201524
0.09227272727272727,21241414.14141414,0.2547683479373552
0.09227272727272727,21543434.34343434,0.26208360054466323
0.09227272727272727,21845454.545454543,0.26950321034379476
0.09227272727272727,22147474.747474745,0.27702722307324323
0.09227272727272727,22449494.949494947,0.2846556851310309
0.09227272727272727,22751515.151515152,0.2923886435757158
0.09227272727272727,23053535.353535354,0.3002261461273989
0.09227272727272727,23355555.555555556,0.30816824116861463
0.09227272727272727,23657575.757575758,0.3162149777452992
0.09227272727272727,23959595.95959596,0.32436640556806884
0.09227272727272727,24261616.16161616,0.33262257501299414
0.09227272727272727,24563636.363636363,0.34098353712262663
0.09227272727272727,24865656.565656565,0.34944934360729596
0.09227272727272727,25167676.767676767,0.358020046846001
0.09227272727272727,25469696.96969697,0.36669569988757156
0.09227272727272727,25771717.17171717,0.37547635645169464
0.09227272727272727,26073737.373737372,0.3843620709301539
0.09227272727272727,26375757.575757574,0.3933528983877979
0.09227272727272727,26677777.777777776,0.40244889456395383
0.09227272727272727,26979797.979797978,0.41165011587325995
0.09227272727272727,27281818.18181818,0.42095661940707935
0.09227272727272727,27583838.38383838,0.43036846293464265
0.09227272727272727,27885858.585858583,0.4398857049042096
0.09227272727272727,28187878.787878785,0.449508404444386
0.09227272727272727,28489898.989898987,0.4592366213651308
0.09227272727272727,28791919.19191919,0.4690704161593827
0.09227272727272727,29093939.39393939,0.4790098500039895
0.09227272727272727,29395959.595959596,0.4890549847611993
0.09227272727272727,29697979.7979798,0.4992058829797837
0.09227272727272727,30000000.0,0.5094626078965676
0.1196969696969697,100000.0,5.2775671960871395e-06
0.1196969696969697,402020.202020202,8.529624112829213e-05
0.1196969696969697,704040.404040404,0.00026159540553150187
0.1196969696969697,1006060.606060606,0.000534176133974901
0.1196969696969697,1308080.808080808,0.0009030400863766586
0.1196969696969697,1610101.01010101,0.0013681895090232928
0.1196969696969697,1912121.212121212,0.001929627234589036
0.1196969696969697,2214141.414141414,0.0025873566822907537
0.1196969696969697,2516161.616161616,0.0033413818577523896
0.1196969696969697,2818181.818181818,0.00419170735333417
0.1196969696969697,3120202.02020202,0.00513833834803578
0.1196969696969697,3422222.222222222,0.006181280607728737
0.1196969696969697,3724242.424242424,0.007320540485175762
0.1196969696969697,4026262.626262626,0.00855612492020506
0.1196969696969697,4328282.828282828,0.009888041439923334
0.1196969696969697,4630303.03030303,0.011316298158677057
0.1196969696969697,4932323.232323232,0.012840903778401034
0.1196969696969697,5234343.434343434,0.014461867588715234
0.1196969696969697,5536363.636363636,0.016179199467157165
0.1196969696969697,5838383.838383839,0.017992909879298066
0.1196969696969697,6140404.04040404,0.0199030098790721
0.1196969696969697,6442424.242424242,0.02190951110885382
0.1196969696969697,6744444.444444444,0.02401242579986485
0.1196969696969697,7046464.646464646,0.026211766772290025
0.1196969696969697,7348484.848484848,0.028507547435626023
0.1196969696969697,7650505.05050505,0.03089978178885559
0.1196969696969697,7952525.252525252,0.03338848442083488
0.1196969696969697,8254545.454545454,0.035973670510506435
0.1196969696969697,8556565.656565657,0.03865535582734461
0.1196969696969697,8858585.858585859,0.04143355673143302
0.1196969696969697,9160606.06060606,0.044308290174064825
0.1196969696969697,9462626.262626262,0.04727957369787832
0.1196969696969697,9764646.464646464,0.050347425437399146
0.1196969696969697,10066666.666666666,0.05351186411921455
0.1196969696969697,10368686.868686868,0.05677290906251562
0.1196969696969697,10670707.07070707,0.060130580179387765
0.1196969696969697,10972727.272727272,0.06358489797535292
0.1196969696969697,11274747.474747473,0.06713588354958255
0.1196969696969697,11576767.676767677,0.070783558595498
0.1196969696969697,11878787.878787879,0.07452794540106089
0.1196969696969697,12180808.08080808,0.078369066849451
0.1196969696969697,12482828.282828283,0.08230694641935661
0.1196969696969697,12784848.484848484,0.08634160818545876
0.1196969696969697,13086868.686868686,0.09047307681901207
0.1196969696969697,13388888.888888888,0.09470137758829023
0.1196969696969697,13690909.09090909,0.09902653635908942
0.1196969696969697,13992929.292929292,0.10344857959527057
0.1196969696969697,14294949.494949494,0.10796753435939838
0.1196969696969697,14596969.696969695,0.11258342831312859
0.1196969696969697,14898989.8989899,0.11729628971780837
0.1196969696969697,15201010.1010101,0.1221061474352702
0.1196969696969697,15503030.303030303,0.12701303092804492
0.1196969696969697,15805050.505050505,0.13201697026033
0.1196969696969697,16107070.707070706,0.13711799609837674
0.1196969696969697,16409090.909090908,0.1423161397111682
0.1196969696969697,16711111.11111111,0.14761143297115484
0.1196969696969697,17013131.313131314,0.15300390835479702
0.1196969696969697,17315151.515151516,0.15849359894326184
0.1196969696969697,17617171.717171717,0.16408053842315928
0.1196969696969697,17919191.91919192,0.1697647610871036
0.1196969696969697,18221212.12121212,0.17554630183458472
0.1196969696969697,18523232.323232323,0.18142519617253003
0.1196969696969697,18825252.525252525,0.18740148021613687
0.1196969696969697,19127272.727272727,0.19347519068966657
0.1196969696969697,19429292.92929293,0.1996463649269479
0.1196969696969697,19731313.13131313,0.20591504087248097
0.1196969696969697,20033333.333333332,0.21228125708199863
0.1196969696969697,20335353.535353534,0.21874505272328001
0.1196969696969697,20637373.737373736,0.22530646757702175
0.1196969696969697,20939393.939393938,0.23196554203765143
0.1196969696969697,21241414.14141414,0.23872231711417963
0.1196969696969697,21543434.34343434,0.24557683443089698
0.1196969696969697,21845454.545454543,0.2525291362284587
0.1196969696969697,22147474.747474745,0.25957926536463966
0.1196969696969697,22449494.949494947,0.26672726531516744
0.1196969696969697,22751515.151515152,0.2739731801747287
0.1196969696969697,23053535.353535354,0.28131705465786067
0.1196969696969697,23355555.555555556,0.2887589340998026
0.1196969696969697,23657575.757575758,0.29629886445752235
0.1196969696969697,23959595.95959596,0.30393689231064613
0.1196969696969697,24261616.16161616,0.3116730648624263
0.1196969696969697,24563636.363636363,0.31950742994065173
0.1196969696969697,24865656.565656565,0.32744003599875177
0.1196969696969697,25167676.767676767,0.33547093211676415
0.1196969696969697,25469696.96969697,0.3436001680023423
0.1196969696969697,25771717.17171717,0.3518277939917619
0.1196969696969697,26073737.373737372,0.3601538610510639
0.1196969696969697,26375757.575757574,0.36857842077696434
0.1196969696969697,26677777.777777776,0.3771015253981132
0.1196969696969697,26979797.979797978,0.38572322777604306
0.1196969696969697,27281818.18181818,0.39444358140637015
0.1196969696969697,27583838.38383838,0.4032626404198009
0.1196969696969697,27885858.585858583,0.41218045958339083
0.1196969696969697,28187878.787878785,0.4211970943016485
0.1196969696969697,28489898.989898987,0.43031260061752263
0.1196969696969697,28791919.19191919,0.4395270352139521
0.1196969696969697,29093939.39393939,0.4488404554146977
0.1196969696969697,29395959.595959596,0.45825291918573713
0.1196969696969697,29697979.7979798,0.46776448513632973
0.1196969696969697,30000000.0,0.47737521252046894
0.14712121212121215,100000.0,5.012284762940589e-06
0.14712121212121215,402020.202020202,8.100873647927245e-05
0.14712121212121215,704040.404040404,0.00024844603916167037
0.14712121212121215,1006060.606060606,0.0005073252125062427
0.14712121212121215,1308080.808080808,0.0008576478329879217
0.14712121212121215,1610101.01010101,0.001299416033957287
0.14712121212121215,1912121.212121212,0.0018326325056792962
0.14712121212121215,2214141.414141414,0.0024573004955075685
0.14712121212121215,2516161.616161616,0.00317342380778756
0.14712121212121215,2818181.818181818,0.003981006803934023
0.14712121212121215,3120202.02020202,0.004880054402702116
0.14712121212121215,3422222.222222222,0.005870572080129306
0.14712121212121215,3724242.424242424,0.006952565869593467
0.14712121212121215,4026262.626262626,0.008126042362142077
0.14712121212121215,4328282.828282828,0.009391008706472862
0.14712121212121215,4630303.03030303,0.01074747260906934
0.14712121212121215,4932323.232323232,0.012195442334510666
0.14712121212121215,5234343.434343434,0.013734926705394173
0.14712121212121215,5536363.636363636,0.015365935102800122
0.14712121212121215,5838383.838383839,0.017088477466214246
0.14712121212121215,6140404.04040404,0.018902564293934422
0.14712121212121215,6442424.242424242,0.020808206643128744
0.14712121212121215,6744444.444444444,0.022805416130184112
0.14712121212121215,7046464.646464646,0.024894204930880508
0.14712121212121215,7348484.848484848,0.0270745857806621
0.14712121212121215,7650505.05050505,0.029346571974850258
0.14712121212121215,7952525.252525252,0.03171017736897276
0.14712121212121215,8254545.454545454,0.03416541637901554
0.14712121212121215,8556565.656565657,0.03671230398169378
0.14712121212121215,8858585.858585859,0.039350855714839206
0.14712121212121215,9160606.06060606,0.042081087677632516
0.14712121212121215,9462626.262626262,0.04490301653087441
0.14712121212121215,9764646.464646464,0.047816659497585956
0.14712121212121215,10066666.666666666,0.05082203436302795
0.14712121212121215,10368686.868686868,0.053919159475301195
0.14712121212121215,10670707.07070707,0.05710805374559829
0.14712121212121215,10972727.272727272,0.06038873664866834
0.14712121212121215,11274747.474747473,0.06376122822310747
0.14712121212121215,11576767.676767677,0.06722554907193974
0.14712121212121215,11878787.878787879,0.07078172036281082
0.14712121212121215,12180808.08080808,0.07442976382860764
0.14712121212121215,12482828.282828283,0.07816970176786507
0.14712121212121215,12784848.484848484,0.08200155704509512
0.14712121212121215,13086868.686868686,0.08592535309146472
0.14712121212121215,13388888.888888888,0.08994111390508616
0.14712121212121215,13690909.09090909,0.09404886405157871
0.14712121212121215,13992929.292929292,0.09824862866459143
0.14712121212121215,14294949.494949494,0.10254043344632609
0.14712121212121215,14596969.696969695,0.10692430466805992
0.14712121212121215,14898989.8989899,0.11140026917049431
0.14712121212121215,15201010.1010101,0.11596835436468417
0.14712121212121215,15503030.303030303,0.12062858823227043
0.14712121212121215,15805050.505050505,0.12538099932617713
0.14712121212121215,16107070.707070706,0.13022561677121175
