Temperature (K),Velocity (m/s),Relative ΔGab (%)
0.8053030303030304,29093939.39393939,0.2786910038841318
0.8053030303030304,29395959.595959596,0.28453532773177903
0.8053030303030304,29697979.7979798,0.2904411854398143
0.8053030303030304,30000000.0,0.2964086137997725
0.8327272727272729,100000.0,3.2495921983313327e-06
0.8327272727272729,402020.202020202,5.2520032324243825e-05
0.8327272727272729,704040.404040404,0.00016107391102885435
0.8327272727272729,1006060.606060606,0.00032891188935146176
0.8327272727272729,1308080.808080808,0.0005560349893700538
0.8327272727272729,1610101.01010101,0.0008424445941819426
0.8327272727272729,1912121.212121212,0.0011881424479812234
0.8327272727272729,2214141.414141414,0.0015931306560781407
0.8327272727272729,2516161.616161616,0.0020574116849765463
0.8327272727272729,2818181.818181818,0.0025809883622577106
0.8327272727272729,3120202.02020202,0.0031638638768707967
0.8327272727272729,3422222.222222222,0.003806041779055399
0.8327272727272729,3724242.424242424,0.0045075259804771
0.8327272727272729,4026262.626262626,0.0052683207542081004
0.8327272727272729,4328282.828282828,0.006088430734959606
0.8327272727272729,4630303.03030303,0.006967860919043088
0.8327272727272729,4932323.232323232,0.00790661666456394
0.8327272727272729,5234343.434343434,0.008904703691498933
0.8327272727272729,5536363.636363636,0.009962128081793038
0.8327272727272729,5838383.838383839,0.011078896279514354
0.8327272727272729,6140404.04040404,0.012255015090892827
0.8327272727272729,6442424.242424242,0.013490491684668824
0.8327272727272729,6744444.444444444,0.014785333591976941
0.8327272727272729,7046464.646464646,0.016139548706713937
0.8327272727272729,7348484.848484848,0.017553145285616193
0.8327272727272729,7650505.05050505,0.019026131948337174
0.8327272727272729,7952525.252525252,0.02055851767777663
0.8327272727272729,8254545.454545454,0.022150311820177408
0.8327272727272729,8556565.656565657,0.023801524085396594
0.8327272727272729,8858585.858585859,0.02551216454690547
0.8327272727272729,9160606.06060606,0.027282243642273666
0.8327272727272729,9462626.262626262,0.029111772173130424
0.8327272727272729,9764646.464646464,0.031000761305571254
0.8327272727272729,10066666.666666666,0.03294922257027413
0.8327272727272729,10368686.868686868,0.03495716786271249
0.8327272727272729,10670707.07070707,0.03702460944354255
0.8327272727272729,10972727.272727272,0.03915155993873886
0.8327272727272729,11274747.474747473,0.04133803233984603
0.8327272727272729,11576767.676767677,0.04358404000432731
0.8327272727272729,11878787.878787879,0.04588959665568077
0.8327272727272729,12180808.08080808,0.04825471638390407
0.8327272727272729,12482828.282828283,0.05067941364568811
0.8327272727272729,12784848.484848484,0.05316370326472684
0.8327272727272729,13086868.686868686,0.055707600432027125
0.8327272727272729,13388888.888888888,0.05831112070616049
0.8327272727272729,13690909.09090909,0.060974280013650406
0.8327272727272729,13992929.292929292,0.06369709464930148
0.8327272727272729,14294949.494949494,0.06647958127650934
0.8327272727272729,14596969.696969695,0.06932175692755105
0.8327272727272729,14898989.8989899,0.07222363900401114
0.8327272727272729,15201010.1010101,0.07518524527716901
0.8327272727272729,15503030.303030303,0.0782065938881924
0.8327272727272729,15805050.505050505,0.08128770334869914
0.8327272727272729,16107070.707070706,0.08442859254104751
0.8327272727272729,16409090.909090908,0.08762928071868485
0.8327272727272729,16711111.11111111,0.09088978750667043
0.8327272727272729,17013131.313131314,0.09421013290194652
0.8327272727272729,17315151.515151516,0.0975903372737838
0.8327272727272729,17617171.717171717,0.10103042136428488
0.8327272727272729,17919191.91919192,0.10453040628867469
0.8327272727272729,18221212.12121212,0.10809031353584277
0.8327272727272729,18523232.323232323,0.11171016496871118
0.8327272727272729,18825252.525252525,0.11538998282479608
0.8327272727272729,19127272.727272727,0.1191297897164401
0.8327272727272729,19429292.92929293,0.12292960863158696
0.8327272727272729,19731313.13131313,0.12678946293399443
0.8327272727272729,20033333.333333332,0.13070937636383473
0.8327272727272729,20335353.535353534,0.13468937303819795
0.8327272727272729,20637373.737373736,0.13872947745149866
0.8327272727272729,20939393.939393938,0.14282971447607642
0.8327272727272729,21241414.14141414,0.14699010936266027
0.8327272727272729,21543434.34343434,0.1512106877408918
0.8327272727272729,21845454.545454543,0.1554914756198866
0.8327272727272729,22147474.747474745,0.15983249938873784
0.8327272727272729,22449494.949494947,0.16423378581703907
0.8327272727272729,22751515.151515152,0.16869536205556193
0.8327272727272729,23053535.353535354,0.173217255636663
0.8327272727272729,23355555.555555556,0.1777994944749032
0.8327272727272729,23657575.757575758,0.18244210686768716
0.8327272727272729,23959595.95959596,0.1871451214958051
0.8327272727272729,24261616.16161616,0.19190856742401405
0.8327272727272729,24563636.363636363,0.19673247410167674
0.8327272727272729,24865656.565656565,0.20161687136336193
0.8327272727272729,25167676.767676767,0.2065617894294254
0.8327272727272729,25469696.96969697,0.21156725890666836
0.8327272727272729,25771717.17171717,0.21663331078905387
0.8327272727272729,26073737.373737372,0.22175997645817166
0.8327272727272729,26375757.575757574,0.2269472876840902
0.8327272727272729,26677777.777777776,0.23219527662587952
0.8327272727272729,26979797.979797978,0.2375039758323083
0.8327272727272729,27281818.18181818,0.24287341824265735
0.8327272727272729,27583838.38383838,0.24830363718710668
0.8327272727272729,27885858.585858583,0.25379466638782017
0.8327272727272729,28187878.787878785,0.2593465399593133
0.8327272727272729,28489898.989898987,0.26495929240940214
0.8327272727272729,28791919.19191919,0.27063295863976494
0.8327272727272729,29093939.39393939,0.2763675739467554
0.8327272727272729,29395959.595959596,0.28216317402219665
0.8327272727272729,29697979.7979798,0.2880197949539428
0.8327272727272729,30000000.0,0.29393747322688607
0.8601515151515152,100000.0,3.2233748909702043e-06
0.8601515151515152,402020.202020202,5.209630748923262e-05
0.8601515151515152,704040.404040404,0.00015977438749252904
0.8601515151515152,1006060.606060606,0.00032625827067291285
0.8601515151515152,1308080.808080808,0.0005515489708202064
0.8601515151515152,1610101.01010101,0.0008356478599162846
0.8601515151515152,1912121.212121212,0.0011785566680576154
0.8601515151515152,2214141.414141414,0.0015802774835908145
0.8601515151515152,2516161.616161616,0.002040812753035185
0.8601515151515152,2818181.818181818,0.002560165281257002
0.8601515151515152,3120202.02020202,0.003138338231469512
0.8601515151515152,3422222.222222222,0.003775335125213568
0.8601515151515152,3724242.424242424,0.004471159842628739
0.8601515151515152,4026262.626262626,0.005225816622317755
0.8601515151515152,4328282.828282828,0.006039310061598247
0.8601515151515152,4630303.03030303,0.006911645116464026
0.8601515151515152,4932323.232323232,0.007842827101798087
0.8601515151515152,5234343.434343434,0.008832861691450073
0.8601515151515152,5536363.636363636,0.009881754918236276
0.8601515151515152,5838383.838383839,0.010989513174249474
0.8601515151515152,6140404.04040404,0.012156143210858929
0.8601515151515152,6442424.242424242,0.013381652138923401
0.8601515151515152,6744444.444444444,0.014666047428849248
0.8601515151515152,7046464.646464646,0.01600933691084216
0.8601515151515152,7348484.848484848,0.017411528774965265
0.8601515151515152,7650505.05050505,0.018872631571410222
0.8601515151515152,7952525.252525252,0.0203926542105747
0.8601515151515152,8254545.454545454,0.021971605963294737
0.8601515151515152,8556565.656565657,0.023609496461057766
0.8601515151515152,8858585.858585859,0.02530633569613817
0.8601515151515152,9160606.06060606,0.027062134021810288
0.8601515151515152,9462626.262626262,0.028876902152600154
0.8601515151515152,9764646.464646464,0.030750651164537256
0.8601515151515152,10066666.666666666,0.03268339249523199
0.8601515151515152,10368686.868686868,0.03467513794422422
0.8601515151515152,10670707.07070707,0.03672589967321566
0.8601515151515152,10972727.272727272,0.03883569020632163
0.8601515151515152,11274747.474747473,0.04100452243032277
0.8601515151515152,11576767.676767677,0.04323240959482
0.8601515151515152,11878787.878787879,0.04551936531269923
0.8601515151515152,12180808.08080808,0.04786540356020885
0.8601515151515152,12482828.282828283,0.0502705386774245
0.8601515151515152,12784848.484848484,0.05273478536850078
0.8601515151515152,13086868.686868686,0.055258158701748716
0.8601515151515152,13388888.888888888,0.05784067411035228
0.8601515151515152,13690909.09090909,0.06048234739227154
0.8601515151515152,13992929.292929292,0.06318319471086237
0.8601515151515152,14294949.494949494,0.06594323259507007
0.8601515151515152,14596969.696969695,0.06876247793981664
0.8601515151515152,14898989.8989899,0.07164094800623326
0.8601515151515152,15201010.1010101,0.07457866042220236
0.8601515151515152,15503030.303030303,0.07757563318260949
0.8601515151515152,15805050.505050505,0.08063188464963372
0.8601515151515152,16107070.707070706,0.08374743355336735
0.8601515151515152,16409090.909090908,0.08692229899189335
0.8601515151515152,16711111.11111111,0.0901565004319438
0.8601515151515152,17013131.313131314,0.09345005770911283
0.8601515151515152,17315151.515151516,0.09680299102836018
0.8601515151515152,17617171.717171717,0.10021532096439849
0.8601515151515152,17919191.91919192,0.10368706846217737
0.8601515151515152,18221212.12121212,0.10721825483713521
0.8601515151515152,18523232.323232323,0.1108089017758575
0.8601515151515152,18825252.525252525,0.11445903133640617
0.8601515151515152,19127272.727272727,0.11816866594874545
0.8601515151515152,19429292.92929293,0.12193782841530358
0.8601515151515152,19731313.13131313,0.1257665419113794
0.8601515151515152,20033333.333333332,0.12965482998560718
0.8601515151515152,20335353.535353534,0.13360271656047934
0.8601515151515152,20637373.737373736,0.1376102259328114
0.8601515151515152,20939393.939393938,0.14167738277428396
0.8601515151515152,21241414.14141414,0.14580421213188835
0.8601515151515152,21543434.34343434,0.149990739428488
0.8601515151515152,21845454.545454543,0.15423699046339953
0.8601515151515152,22147474.747474745,0.15854299141276054
0.8601515151515152,22449494.949494947,0.16290876883024624
0.8601515151515152,22751515.151515152,0.16733434964751479
0.8601515151515152,23053535.353535354,0.17181976117478823
0.8601515151515152,23355555.555555556,0.1763650311015303
0.8601515151515152,23657575.757575758,0.18097018749671748
0.8601515151515152,23959595.95959596,0.18563525880982668
0.8601515151515152,24261616.16161616,0.1903602738711063
0.8601515151515152,24563636.363636363,0.19514526189231202
0.8601515151515152,24865656.565656565,0.19999025246728794
0.8601515151515152,25167676.767676767,0.20489527557258605
0.8601515151515152,25469696.96969697,0.20986036156816354
0.8601515151515152,25771717.17171717,0.2148855411977893
0.8601515151515152,26073737.373737372,0.21997084558999294
0.8601515151515152,26375757.575757574,0.22511630625845197
0.8601515151515152,26677777.777777776,0.2303219551028052
0.8601515151515152,26979797.979797978,0.23558782440921436
0.8601515151515152,27281818.18181818,0.24091394685119666
0.8601515151515152,27583838.38383838,0.2463003554900896
0.8601515151515152,27885858.585858583,0.25174708377590316
0.8601515151515152,28187878.787878785,0.2572541655479973
0.8601515151515152,28489898.989898987,0.2628216350357213
0.8601515151515152,28791919.19191919,0.2684495268592268
0.8601515151515152,29093939.39393939,0.2741378760300877
0.8601515151515152,29395959.595959596,0.2798867179521328
0.8601515151515152,29697979.7979798,0.2856960884221041
0.8601515151515152,30000000.0,0.2915660236305088
0.8875757575757577,100000.0,3.1981821983952422e-06
0.8875757575757577,402020.202020202,5.168914207982763e-05
0.8875757575757577,704040.404040404,0.00015852565019422118
0.8875757575757577,1006060.606060606,0.0003237083571044785
0.8875757575757577,1308080.808080808,0.0005472382687189187
0.8875757575757577,1610101.01010101,0.0008291167463106418
0.8875757575757577,1912121.212121212,0.0011693455064400702
0.8875757575757577,2214141.414141414,0.0015679266211098663
0.8875757575757577,2516161.616161616,0.0020248625178036638
0.8875757575757577,2818181.818181818,0.0025401559793892417
0.8875757575757577,3120202.02020202,0.003113810144331539
0.8875757575757577,3422222.222222222,0.00374582850671202
0.8875757575757577,3724242.424242424,0.004436214916325497
0.8875757575757577,4026262.626262626,0.005184973578641402
0.8875757575757577,4328282.828282828,0.005992109055055529
0.8875757575757577,4630303.03030303,0.006857626262793212
0.8875757575757577,4932323.232323232,0.007781530475257889
0.8875757575757577,5234343.434343434,0.00876382732189555
0.8875757575757577,5536363.636363636,0.00980452278840775
0.8875757575757577,5838383.838383839,0.010903623216925895
0.8875757575757577,6140404.04040404,0.01206113530604997
0.8875757575757577,6442424.242424242,0.013277066111042185
0.8875757575757577,6744444.444444444,0.0145514230439819
0.8875757575757577,7046464.646464646,0.01588421387380435
0.8875757575757577,7348484.848484848,0.017275446726610483
0.8875757575757577,7650505.05050505,0.01872513008572506
0.8875757575757577,7952525.252525252,0.020233272791948385
0.8875757575757577,8254545.454545454,0.02179988404363379
0.8875757575757577,8556565.656565657,0.02342497339699744
0.8875757575757577,8858585.858585859,0.025108550766234555
0.8875757575757577,9160606.06060606,0.026850626423674296
0.8875757575757577,9462626.262626262,0.028651211000128362
0.8875757575757577,9764646.464646464,0.030510315485045895
0.8875757575757577,10066666.666666666,0.03242795122662967
0.8875757575757577,10368686.868686868,0.03440412993220402
0.8875757575757577,10670707.07070707,0.03643886366848597
0.8875757575757577,10972727.272727272,0.03853216486162394
0.8875757575757577,11274747.474747473,0.04068404629768187
0.8875757575757577,11576767.676767677,0.04289452112277478
0.8875757575757577,11878787.878787879,0.04516360284332054
0.8875757575757577,12180808.08080808,0.047491305326388386
0.8875757575757577,12482828.282828283,0.049877642799970055
0.8875757575757577,12784848.484848484,0.052322629853231536
0.8875757575757577,13086868.686868686,0.054826281436822895
0.8875757575757577,13388888.888888888,0.05738861286324621
0.8875757575757577,13690909.09090909,0.06000963980699112
0.8875757575757577,13992929.292929292,0.06268937830507708
0.8875757575757577,14294949.494949494,0.06542784475728566
0.8875757575757577,14596969.696969695,0.06822505592648985
0.8875757575757577,14898989.8989899,0.0710810289389057
0.8875757575757577,15201010.1010101,0.07399578128469268
0.8875757575757577,15503030.303030303,0.07696933081799245
0.8875757575757577,15805050.505050505,0.08000169575760657
0.8875757575757577,16107070.707070706,0.08309289468713207
0.8875757575757577,16409090.909090908,0.0862429465554456
0.8875757575757577,16711111.11111111,0.0894518706770519
0.8875757575757577,17013131.313131314,0.0927196867326262
0.8875757575757577,17315151.515151516,0.09604641476914957
0.8875757575757577,17617171.717171717,0.09943207520054811
0.8875757575757577,17919191.91919192,0.1028766888080608
0.8875757575757577,18221212.12121212,0.10638027674056877
0.8875757575757577,18523232.323232323,0.10994286051513741
0.8875757575757577,18825252.525252525,0.11356446201740379
0.8875757575757577,19127272.727272727,0.11724510350206072
0.8875757575757577,19429292.92929293,0.12098480759332149
0.8875757575757577,19731313.13131313,0.1247835972853653
0.8875757575757577,20033333.333333332,0.12864149594276325
0.8875757575757577,20335353.535353534,0.13255852730102066
0.8875757575757577,20637373.737373736,0.13653471546708035
0.8875757575757577,20939393.939393938,0.14057008491978762
0.8875757575757577,21241414.14141414,0.1446646605103936
0.8875757575757577,21543434.34343434,0.14881846746305877
0.8875757575757577,21845454.545454543,0.1530315313754533
0.8875757575757577,22147474.747474745,0.15730387821912498
0.8875757575757577,22449494.949494947,0.161635534340235
0.8875757575757577,22751515.151515152,0.16602652645994537
0.8875757575757577,23053535.353535354,0.17047688167503847
0.8875757575757577,23355555.555555556,0.1749866274585369
0.8875757575757577,23657575.757575758,0.17955579166009056
0.8875757575757577,23959595.95959596,0.1841844025067902
0.8875757575757577,24261616.16161616,0.18887248860355446
0.8875757575757577,24563636.363636363,0.19362007893384664
0.8875757575757577,24865656.565656565,0.19842720286021676
0.8875757575757577,25167676.767676767,0.20329389012494062
0.8875757575757577,25469696.96969697,0.20822017085063943
0.8875757575757577,25771717.17171717,0.21320607554089963
0.8875757575757577,26073737.373737372,0.21825163508087309
0.8875757575757577,26375757.575757574,0.2233568807379549
0.8875757575757577,26677777.777777776,0.2285218441624805
0.8875757575757577,26979797.979797978,0.23374655738830663
0.8875757575757577,27281818.18181818,0.2390310528335472
0.8875757575757577,27583838.38383838,0.24437536330113493
0.8875757575757577,27885858.585858583,0.2497795219796733
0.8875757575757577,28187878.787878785,0.2552435624440369
0.8875757575757577,28489898.989898987,0.2607675186560492
0.8875757575757577,28791919.19191919,0.26635142496527653
0.8875757575757577,29093939.39393939,0.27199531610966715
0.8875757575757577,29395959.595959596,0.27769922721636453
0.8875757575757577,29697979.7979798,0.2834631938023076
0.8875757575757577,30000000.0,0.28928725177514103
0.9150000000000001,100000.0,3.1739441940506676e-06
0.9150000000000001,402020.202020202,5.1297406484902216e-05
0.9150000000000001,704040.404040404,0.00015732423460326298
0.9150000000000001,1006060.606060606,0.0003212550742127227
0.9150000000000001,1308080.808080808,0.0005430909235918407
0.9150000000000001,1610101.01010101,0.0008228331336728749
0.9150000000000001,1912121.212121212,0.0011604834080224178
0.9150000000000001,2214141.414141414,0.0015560438029382203
0.9150000000000001,2516161.616161616,0.0020095167275072864
0.9150000000000001,2818181.818181818,0.0025209049434896844
0.9150000000000001,3120202.02020202,0.003090211565589654
0.9150000000000001,3422222.222222222,0.0037174400614168783
0.9150000000000001,3724242.424242424,0.004402594251583306
0.9150000000000001,4026262.626262626,0.0051456783096450595
0.9150000000000001,4328282.828282828,0.005946696762489729
0.9150000000000001,4630303.03030303,0.006805654490045903
0.9150000000000001,4932323.232323232,0.007722556725747921
0.9150000000000001,5234343.434343434,0.008697409056361596
0.9150000000000001,5536363.636363636,0.009730217422255313
0.9150000000000001,5838383.838383839,0.010820988117516231
0.9150000000000001,6140404.04040404,0.011969727789911544
0.9150000000000001,6442424.242424242,0.013176443441295139
0.9150000000000001,6744444.444444444,0.014441142427530154
0.9150000000000001,7046464.646464646,0.01576383245870197
0.9150000000000001,7348484.848484848,0.017144521599311884
0.9150000000000001,7650505.05050505,0.01858321826839327
0.9150000000000001,7952525.252525252,0.02007993123974398
0.9150000000000001,8254545.454545454,0.021634669642023163
0.9150000000000001,8556565.656565657,0.023247442958983632
0.9150000000000001,8858585.858585859,0.024918261029723623
0.9150000000000001,9160606.06060606,0.026647134048725523
0.9150000000000001,9462626.262626262,0.02843407256620442
0.9150000000000001,9764646.464646464,0.03027908748832114
0.9150000000000001,10066666.666666666,0.03218219007729842
0.9150000000000001,10368686.868686868,0.03414339195175012
0.9150000000000001,10670707.07070707,0.03616270508687486
0.9150000000000001,10972727.272727272,0.03824014181472715
0.9150000000000001,11274747.474747473,0.040375714824430385
0.9150000000000001,11576767.676767677,0.04256943716242859
0.9150000000000001,11878787.878787879,0.04482132223285435
0.9150000000000001,12180808.08080808,0.047131383797645025
0.9150000000000001,12482828.282828283,0.049499635976949376
0.9150000000000001,12784848.484848484,0.051926093249418055
0.9150000000000001,13086868.686868686,0.05441077045233916
0.9150000000000001,13388888.888888888,0.056953682782180465
0.9150000000000001,13690909.09090909,0.05955484579466684
0.9150000000000001,13992929.292929292,0.06221427540526442
0.9150000000000001,14294949.494949494,0.06493198788949041
0.9150000000000001,14596969.696969695,0.067707999883068
0.9150000000000001,14898989.8989899,0.07054232838256545
0.9150000000000001,15201010.1010101,0.07343499074547352
0.9150000000000001,15503030.303030303,0.07638600469072827
0.9150000000000001,15805050.505050505,0.07939538829898228
0.9150000000000001,16107070.707070706,0.08246316001299187
0.9150000000000001,16409090.909090908,0.0855893386380431
0.9150000000000001,16711111.11111111,0.08877394334230047
0.9150000000000001,17013131.313131314,0.0920169936572134
0.9150000000000001,17315151.515151516,0.0953185094779037
0.9150000000000001,17617171.717171717,0.09867851106355273
0.9150000000000001,17919191.91919192,0.10209701903788561
0.9150000000000001,18221212.12121212,0.10557405438953911
0.9150000000000001,18523232.323232323,0.10910963847246836
0.9150000000000001,18825252.525252525,0.11270379300648899
0.9150000000000001,19127272.727272727,0.11635654007764512
0.9150000000000001,19429292.92929293,0.12006790213863539
0.9150000000000001,19731313.13131313,0.12383790200935513
0.9150000000000001,20033333.333333332,0.1276665628773805
0.9150000000000001,20335353.535353534,0.13155390829827843
0.9150000000000001,20637373.737373736,0.13549996219632288
0.9150000000000001,20939393.939393938,0.13950474886484368
0.9150000000000001,21241414.14141414,0.14356829296671048
0.9150000000000001,21543434.34343434,0.14769061953495247
0.9150000000000001,21845454.545454543,0.15187175397322314
0.9150000000000001,22147474.747474745,0.1561117220562457
0.9150000000000001,22449494.949494947,0.16041054993054893
0.9150000000000001,22751515.151515152,0.16476826411471884
0.9150000000000001,23053535.353535354,0.16918489150023147
0.9150000000000001,23355555.555555556,0.17366045935189825
0.9150000000000001,23657575.757575758,0.17819499530827268
0.9150000000000001,23959595.95959596,0.18278852738254106
0.9150000000000001,24261616.16161616,0.18744108396283232
0.9150000000000001,24563636.363636363,0.192152693812954
0.9150000000000001,24865656.565656565,0.19692338607293433
0.9150000000000001,25167676.767676767,0.201753190259642
0.9150000000000001,25469696.96969697,0.20664213626736708
0.9150000000000001,25771717.17171717,0.2115902543685568
0.9150000000000001,26073737.373737372,0.21659757521429987
0.9150000000000001,26375757.575757574,0.22166412983502337
0.9150000000000001,26677777.777777776,0.2267899496411901
0.9150000000000001,26979797.979797978,0.23197506642386
0.9150000000000001,27281818.18181818,0.23721951235544556
0.9150000000000001,27583838.38383838,0.2425233199903506
0.9150000000000001,27885858.585858583,0.2478865222656096
0.9150000000000001,28187878.787878785,0.253309152501662
0.9150000000000001,28489898.989898987,0.2587912444029142
0.9150000000000001,28791919.19191919,0.2643328320586298
0.9150000000000001,29093939.39393939,0.26993394994347225
0.9150000000000001,29395959.595959596,0.2755946329183761
0.9150000000000001,29697979.7979798,0.28131491623110855
0.9150000000000001,30000000.0,0.2870948355172378
0.9424242424242425,100000.0,3.1505976709915717e-06
0.9424242424242425,402020.202020202,5.0920079110590366e-05
0.9424242424242425,704040.404040404,0.00015616700763814993
0.9424242424242425,1006060.606060606,0.000318892024211596
0.9424242424242425,1308080.808080808,0.0005390961197702009
0.9424242424242425,1610101.01010101,0.0008167806352539483
0.9424242424242425,1912121.212121212,0.0011519472617584528
0.9424242424242425,2214141.414141414,0.0015445980404187694
0.9424242424242425,2516161.616161616,0.0019947353626224087
0.9424242424242425,2818181.818181818,0.0025023619697963225
0.9424242424242425,3120202.02020202,0.003067480953755471
0.9424242424242425,3422222.222222222,0.0036900957566059988
0.9424242424242425,3724242.424242424,0.004370210170783966
0.9424242424242425,4026262.626262626,0.005107828339248995
0.9424242424242425,4328282.828282828,0.0059029547555036355
0.9424242424242425,4630303.03030303,0.006755594263670826
0.9424242424242425,4932323.232323232,0.007665752058610081
0.9424242424242425,5234343.434343434,0.008633433686053044
0.9424242424242425,5536363.636363636,0.009658645042622859
0.9424242424242425,5838383.838383839,0.010741392376105266
0.9424242424242425,6140404.04040404,0.011881682285448619
0.9424242424242425,6442424.242424242,0.01307952172093815
0.9424242424242425,6744444.444444444,0.014334917984312173
0.9424242424242425,7046464.646464646,0.015647878728955726
0.9424242424242425,7348484.848484848,0.017018411960094227
0.9424242424242425,7650505.05050505,0.018446526034793458
0.9424242424242425,7952525.252525252,0.01993222966234688
0.9424242424242425,8254545.454545454,0.021475531904217533
0.9424242424242425,8556565.656565657,0.023076442174444687
0.9424242424242425,8858585.858585859,0.024734970239721325
0.9424242424242425,9160606.06060606,0.026451126219549034
0.9424242424242425,9462626.262626262,0.02822492058656723
0.9424242424242425,9764646.464646464,0.03005636416666934
0.9424242424242425,10066666.666666666,0.0319454681392739
0.9424242424242425,10368686.868686868,0.033892244037518234
0.9424242424242425,10670707.07070707,0.03589670374849078
0.9424242424242425,10972727.272727272,0.03795885951356035
0.9424242424242425,11274747.474747473,0.04007872392853101
0.9424242424242425,11576767.676767677,0.04225630994387449
0.9424242424242425,11878787.878787879,0.04449163086507871
0.9424242424242425,12180808.08080808,0.04678470035293829
0.9424242424242425,12482828.282828283,0.04913553242365135
0.9424242424242425,12784848.484848484,0.05154414144941985
0.9424242424242425,13086868.686868686,0.0540105421583721
0.9424242424242425,13388888.888888888,0.05653474963518246
0.9424242424242425,13690909.09090909,0.059116779321206854
0.9424242424242425,13992929.292929292,0.061756647014792665
0.9424242424242425,14294949.494949494,0.0644543688717241
0.9424242424242425,14596969.696969695,0.06720996140545454
0.9424242424242425,14898989.8989899,0.0700234414874358
0.9424242424242425,15201010.1010101,0.07289482634750538
0.9424242424242425,15503030.303030303,0.07582413357427378
0.9424242424242425,15805050.505050505,0.07881138111537625
0.9424242424242425,16107070.707070706,0.0818565872779569
0.9424242424242425,16409090.909090908,0.0849597707289398
0.9424242424242425,16711111.11111111,0.08812095049551313
0.9424242424242425,17013131.313131314,0.091340145965439
0.9424242424242425,17315151.515151516,0.09461737688749884
0.9424242424242425,17617171.717171717,0.09795266337190006
0.9424242424242425,17919191.91919192,0.10134602589058592
0.9424242424242425,18221212.12121212,0.10479748527783578
0.9424242424242425,18523232.323232323,0.108307062730575
0.9424242424242425,18825252.525252525,0.1118747798088203
0.9424242424242425,19127272.727272727,0.11550065843618322
0.9424242424242425,19429292.92929293,0.11918472090016069
0.9424242424242425,19731313.13131313,0.12292698985283206
0.9424242424242425,20033333.333333332,0.12672748831116895
0.9424242424242425,20335353.535353534,0.13058623965755822
0.9424242424242425,20637373.737373736,0.13450326764018905
0.9424242424242425,20939393.939393938,0.13847859637376972
0.9424242424242425,21241414.14141414,0.14251225033974033
0.9424242424242425,21543434.34343434,0.14660425438697014
0.9424242424242425,21845454.545454543,0.1507546337322804
0.9424242424242425,22147474.747474745,0.15496341396081215
0.9424242424242425,22449494.949494947,0.15923062102672353
0.9424242424242425,22751515.151515152,0.1635562812535963
0.9424242424242425,23053535.353535354,0.16794042133507497
0.9424242424242425,23355555.555555556,0.1723830683353509
0.9424242424242425,23657575.757575758,0.1768842496898013
0.9424242424242425,23959595.95959596,0.1814439932054734
0.9424242424242425,24261616.16161616,0.18606232706170409
0.9424242424242425,24563636.363636363,0.19073927981073968
0.9424242424242425,24865656.565656565,0.1954748803782393
0.9424242424242425,25167676.767676767,0.20026915806395257
0.9424242424242425,25469696.96969697,0.20512214254232025
0.9424242424242425,25771717.17171717,0.21003386386307416
0.9424242424242425,26073737.373737372,0.21500435245183774
0.9424242424242425,26375757.575757574,0.22003363911078438
0.9424242424242425,26677777.777777776,0.22512175501939263
0.9424242424242425,26979797.979797978,0.23026873173479484
0.9424242424242425,27281818.18181818,0.2354746011928421
0.9424242424242425,27583838.38383838,0.24073939570839484
0.9424242424242425,27885858.585858583,0.2460631479762523
0.9424242424242425,28187878.787878785,0.2514458910717528
0.9424242424242425,28489898.989898987,0.25688765845139355
0.9424242424242425,28791919.19191919,0.2623884839536824
0.9424242424242425,29093939.39393939,0.26794840179968055
0.9424242424242425,29395959.595959596,0.2735674465939508
0.9424242424242425,29697979.7979798,0.27924565332492624
0.9424242424242425,30000000.0,0.2849830573660325
0.969848484848485,100000.0,3.1280853091943853e-06
0.969848484848485,402020.202020202,5.0556233270267816e-05
0.969848484848485,704040.404040404,0.0001550511272907811
0.969848484848485,1006060.606060606,0.0003166134037391851
0.969848484848485,1308080.808080808,0.0005352440464478437
0.969848484848485,1610101.01010101,0.0008109443867904937
0.969848484848485,1912121.212121212,0.0011437161037984335
0.969848484848485,2214141.414141414,0.0015335612240056043
0.969848484848485,2516161.616161616,0.0019804821217003343
0.969848484848485,2818181.818181818,0.002484481518731688
0.969848484848485,3120202.02020202,0.0030455624848580356
0.969848484848485,3422222.222222222,0.00366372843749531
0.969848484848485,3724242.424242424,0.004338983142065573
0.969848484848485,4026262.626262626,0.005071330711919555
0.969848484848485,4328282.828282828,0.0058607756084334845
0.969848484848485,4630303.03030303,0.006707322641067176
0.969848484848485,4932323.232323232,0.007610976967673871
0.969848484848485,5234343.434343434,0.00857174409422913
0.969848484848485,5536363.636363636,0.009589629875334325
0.969848484848485,5838383.838383839,0.010664640514100432
0.969848484848485,6140404.04040404,0.011796782562264244
0.969848484848485,6442424.242424242,0.012986062920478828
0.969848484848485,6744444.444444444,0.014232488838352257
0.969848484848485,7046464.646464646,0.015536067914583172
0.969848484848485,7348484.848484848,0.01689680809711569
0.969848484848485,7650505.05050505,0.01831471768337179
0.969848484848485,7952525.252525252,0.019789805320386867
0.969848484848485,8254545.454545454,0.02132208000486782
0.969848484848485,8556565.656565657,0.022911551083619097
0.969848484848485,8858585.858585859,0.024558228253503928
0.969848484848485,9160606.06060606,0.02626212156177357
0.969848484848485,9462626.262626262,0.02802324140618348
0.969848484848485,9764646.464646464,0.029841598535303143
